	GSM2336308_4m	 GSM2336309_4m	 GSM2336312_4m	 GSM2336316_4m	 GSM2336317_4m	 GSM2336319_4m	 GSM2336320_4m	 GSM2336321_4m	 GSM2336326_4m	 GSM2336331_4m	 GSM2336332_4m	 GSM2336335_4m	 GSM2336342_4m	 GSM2336345_4m	 GSM2336346_4m	 GSM2336347_4m	 GSM2336349_4m	 GSM2336354_4m	 GSM2336359_4m	 GSM2336367_4m	 GSM2336369_4m	 GSM2336370_4m	 GSM2336371_4m	 GSM2336375_4m	 GSM2336383_4m	 GSM2336384_4m	 GSM2336389_4m	 GSM2336390_4m	 GSM2336391_4m	 GSM2336392_4m	 GSM2336398_4m	 GSM2336399_4m	 GSM2336400_4m	 GSM2336401_4m	 GSM2336402_4m	 GSM2336404_4m	 GSM2336405_4m	 GSM2336406_4m	 GSM2336409_4m	 GSM2336413_4m	 GSM2336415_4m	 GSM2336417_4m	 GSM2336418_4m	 GSM2336420_4m	 GSM2336421_4m	 GSM2336424_4m	 GSM2336425_4m	 GSM2336428_4m	 GSM2336429_4m	 GSM2336432_4m	 GSM2336435_4m	 GSM2336437_4m	 GSM2336438_4m	 GSM2336441_4m	 GSM2336442_4m	 GSM2336444_4m	 GSM2336446_4m	 GSM2336453_4m	 GSM2336454_4m	 GSM2336455_4m	 GSM2336464_4m	 GSM2336466_4m	 GSM2336467_4m	 GSM2336468_4m	 GSM2336469_4m	 GSM2336470_4m	 GSM2336471_4m	 GSM2336476_4m	 GSM2336477_4m	 GSM2336478_4m	 GSM2336480_4m	 GSM2336481_4m	 GSM2336483_4m	 GSM2336485_4m	 GSM2336486_4m	 GSM2336487_4m	 GSM2336489_4m	 GSM2336493_4m	 GSM2336494_4m	 GSM2336495_4m	GSM2336112_18m	 GSM2336115_18m	 GSM2336116_18m	 GSM2336118_18m	 GSM2336119_18m	 GSM2336122_18m	 GSM2336126_18m	 GSM2336128_18m	 GSM2336129_18m	 GSM2336130_18m	 GSM2336131_18m	 GSM2336132_18m	 GSM2336133_18m	 GSM2336146_18m	 GSM2336149_18m	 GSM2336150_18m	 GSM2336156_18m	 GSM2336158_18m	 GSM2336159_18m	 GSM2336160_18m	 GSM2336162_18m	 GSM2336169_18m	 GSM2336170_18m	 GSM2336172_18m	 GSM2336173_18m	 GSM2336177_18m	 GSM2336183_18m	 GSM2336184_18m	 GSM2336186_18m	 GSM2336188_18m	 GSM2336192_18m	 GSM2336194_18m	 GSM2336195_18m	 GSM2336197_18m	 GSM2336199_18m	 GSM2336200_18m	 GSM2336201_18m	 GSM2336204_18m	 GSM2336207_18m	 GSM2336690_18m	 GSM2336691_18m	 GSM2336692_18m	 GSM2336693_18m	 GSM2336696_18m	 GSM2336698_18m	 GSM2336700_18m	 GSM2336701_18m	 GSM2336703_18m	 GSM2336707_18m	 GSM2336709_18m	 GSM2336711_18m	 GSM2336723_18m	 GSM2336726_18m	 GSM2336727_18m	 GSM2336729_18m	 GSM2336730_18m	 GSM2336731_18m	 GSM2336732_18m	 GSM2336733_18m	 GSM2336735_18m	 GSM2336737_18m	 GSM2336738_18m	 GSM2336739_18m	 GSM2336744_18m	 GSM2336745_18m	 GSM2336746_18m	 GSM2336747_18m	 GSM2336748_18m	 GSM2336749_18m	 GSM2336752_18m	 GSM2336753_18m	 GSM2336754_18m	 GSM2336756_18m	 GSM2336758_18m	 GSM2336761_18m	 GSM2336762_18m	 GSM2336764_18m	 GSM2336765_18m	 GSM2336766_18m	 GSM2336770_18m	 GSM2336771_18m	 GSM2336772_18m	 GSM2336774_18m	 GSM2336775_18m	 GSM2336776_18m	 GSM2336780_18m
Tbc1d2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	385	0	128	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	3	181	0	3	0	0	0	13	0	0	0	16	151	0	1	5	0	94	13	62	0	5	323	2	1	0	0	5	0	441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	42	1	0	0	0	120	0	0	0	0	270	0	0	0	2	0	0	0	33	0	0	0	0	0	16	0	0	0	0	0	0	7	0	0	0	0	0	1	0	230	0	0	0	0	184	0	0	0	0	3	0	0	0	111	89	0	29	0	2	0	0	0
Ranbp10	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	35	0	69	0	0	0	0	40	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	51	0	0	0	0	1	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	640	0	0	0	0	0	0	0	0	0	0	0	13	0	0	238	0	0	0	29	0	0	0	0	0	0	0	0	43	0	0	0	0	2	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	136	0	0	0	13	1	0	0	0
Dmxl1	0	0	0	13	3	0	0	1	0	0	25	11	0	0	0	0	0	0	0	0	0	105	13	8	0	0	4	0	0	0	130	0	0	0	0	69	0	0	0	12	0	32	44	1	58	0	0	0	0	74	0	0	0	4	0	0	0	0	0	55	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	575	0	45	0	0	0	564	0	9	0	1	312	0	0	0	52	0	0	0	0	0	0	0	0	0	0	35	2	1	0	0	275	0	0	1	0	228	63	0	33	209	0	1	0	4	1	5	0	0	0	1	0	81	66	0	0	0	127	2	38	2	0	0	22	95	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	50	0	0
Depdc5	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cep85	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	1	52	392	0	0	0	2	2	0	0	2	1	0	0	1	57	0	0	2	0	0	0	757	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	3	1	2	0	0	0	1	0	0	5	20	0	0	1	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	9	0	0	77	0	0	0	0	1	0	0	0	0	4	89	40	0	0	0	0	0	0	0	2	0	0	28	15	0	0	0	315	18	0	0	0	0	0	0	131	0	0	0	0	1	0	0	0	140	0	0	0	7
Slc18b1	0	0	0	0	118	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	93	0	0	0	32	0	0	0	0	0	259	0	0	0	0	0	0	0
Azin1	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	1	0	127	26	0	0	43	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	462	22	593	2	0	37	0	0	0	0	0	0	0	0	28	0	15	0	0	0	0	19	0	0	0	0	84	1	0	0	243	0	233	0	1	0	2	1	0	0	1	0	0	2	0	0	0	2	0	0	0	645	0	0	0	0	306	121	0	0	14	0	64	0	0	0	0	0	0	0	1	79	0	0	56	5	0	0	0	0	0	0	0	1	0	5	53	0	0	0	18	0	0	0	0	12	0	0	0	0	0	58	0	187	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Ints7	0	0	0	0	0	1	0	0	16	0	0	38	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	452	0	0	0	0	0	0	0	0	0	15	0	0	88	0	0	0	17	0	0	0	0	1	0	0	0	0	13	0	0	0	0	504	0	0	0	1	81	0	0	0	0	0	108	13	0	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	0	0	0	0	0	0	0	0	2	0	0	174	0	0	0	0	25	2	0	0	0	92	0	0	0	63	0	0	0	0	0	0	0	20	0	0	15	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Klf10	587	0	202	25	10	0	0	5	114	0	0	7	0	0	0	0	0	0	0	0	0	3	21	0	36	0	0	0	577	0	15	0	199	0	4	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	281	764	0	0	0	0	0	0	1	0	0	9	0	67	0	0	0	319	0	0	0	0	0	0	0	108	0	0	34	66	145	25	0	0	0	0	0	40	0	0	0	0	0	22	0	0	1	0	0	0	0	0	0	0	0	2	0	13	100	2	99	0	0	0	14	0	198	118	0	0	0	86	19	0	0	0	52	22	0	0	0	0	0	0	1	27	34	0	0	0	0	0	0	34	260	0	113	0	221	0	0	0	214	0	0	9	3	0	0	0	11	21	540	0
Uggt1	0	0	0	140	0	0	0	0	55	0	0	0	337	0	0	0	109	294	0	0	0	0	0	8	0	0	0	0	359	0	0	0	49	0	4	0	0	0	20	35	762	0	0	128	31	0	0	51	0	13	0	14	0	1	0	1	0	0	0	1	1	0	13	15	48	0	4	0	0	1	0	0	0	0	0	1	0	0	0	0	0	374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	360	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	324	0	13	0	0	2	3	0	0	0	0	0	145	0	0	0	0	109	0	0	0	0	0	30	0	0	0	6	1	0	0	30	0	0	111	0	0	60	0	35	0	0	45	93	0	111	0	0	0	0	0	0
Thoc2	0	0	0	0	72	1	0	4	0	0	0	20	1	77	0	101	7	26	0	1	0	0	0	0	16	0	70	43	5	561	99	33	41	39	0	0	0	11	419	71	5	0	50	0	20	5	206	0	2	1	0	209	0	1	0	0	1	47	353	36	0	13	2	13	0	19	18	0	4	0	0	29	0	0	0	0	0	5	1	179	0	243	391	156	239	0	111	0	98	0	11	7	141	0	270	227	0	0	31	0	48	0	71	0	1	40	124	307	9	38	24	13	138	0	26	0	419	1	0	2	0	0	14	327	49	0	250	247	26	157	18	0	0	0	94	103	0	0	33	71	291	7	271	115	18	19	1	0	73	11	34	514	48	0	4	141	0	0	0	65	0	40	0	0	0	0
Asxl2	0	0	0	98	0	0	0	972	0	0	0	0	0	4	0	0	8	0	0	6	0	0	0	0	0	0	0	0	0	0	0	105	0	0	9	0	0	23	0	1	7	0	6	0	0	0	25	90	0	58	119	0	0	0	0	0	1	1	0	2	0	56	0	0	7	20	7	0	0	0	375	19	32	0	1	42	0	0	0	0	5	9	0	104	0	829	0	0	0	0	0	0	31	0	0	0	0	0	2	49	0	0	0	0	0	0	0	119	353	5	0	434	100	0	4	192	0	0	937	0	141	1	4	8	0	0	0	0	0	90	0	0	0	0	199	0	9	31	189	1	0	158	113	28	0	38	0	0	0	0	0	0	0	0	0	1	218	5	0	104	0	0	0	0	478	0
Ubr5	309	0	0	23	0	466	0	0	27	0	0	0	0	0	0	239	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	14	0	11	0	31	0	1	0	9	63	0	0	0	0	0	0	1	0	58	19	0	0	0	0	30	0	0	0	0	1	0	0	36	0	0	3	0	9	402	516	0	0	0	1	71	16	400	0	224	0	92	0	0	0	0	0	0	50	0	0	0	41	0	22	0	83	1	16	38	0	39	0	134	0	0	18	0	0	13	0	0	6	67	0	0	1	491	47	12	7	2	0	0	1	6	0	113	0	0	0	258	0	0	196	0	0	12	9	0	526	0	4	74	0	0	0	5	46	1	0	0	0	2	0	155	0	88	0	0	0	0	1	27	11	0
Nenf	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	30	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	2	0	682	0	0	152	0	0	0	0	0	0	0	0	0	387	0	0	1	0	0	0	0	9	0	0	0	13	0	0	0	0	63	0	0	46	31	0	0	0	0	0	0	0	0	49	289	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	1	0	31	0	0	0	5	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	22	50	0	0
Fam168b	838	15	262	70	0	0	5	54	0	38	0	45	0	0	0	0	0	8	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	3	72	0	0	0	0	31	1716	0	0	161	83	101	37	17	0	0	0	0	438	0	0	1	0	0	0	0	36	0	56	0	0	0	0	0	0	500	108	73	205	0	161	1	0	0	0	0	0	3	0	0	0	0	0	0	550	0	438	0	365	0	0	0	0	129	0	0	13	1	0	0	0	0	0	52	0	180	0	0	0	0	198	0	381	366	0	0	33	0	11	3	1	0	0	475	0	0	0	1	0	359	0	2	64	52	0	0	4	0	32	286	0	0	593	1	0	0	0	408	0	0	0	1	0	68	0	0	0	0	0	0	36	0
Pank2	412	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	22	34	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	449	0	0	0	0	0	4	0	0	0	0	120	81	0	70	0	0	0	30	0	0	0	0	57	33	29	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	27	0	0	7	3	0	23	10	0
Ppfia1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	16	44	0	98	0	0	144	29	46	0	0	18	0	0	0	0	0	0	0	0	458	0	0	0	0	0	5	0	0	6	0	0	0	0	0	52	0	0	0	0	585	0	0	0	1	0	0	0	0	0	0	0	0	0	56	0	0	35	0	0	0	0	82	0	0	0	0	61	81	1	0	0	0	7	50	0	321	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	203	0	0	0	0	0	195	15	0	0	0	0	0	0	0
Mavs	0	0	0	476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	1	0	0	1	0	0	0	0	13	0	0	0	0	0	0	0	0
Atg14	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	7	0	0	0	0	0	0	0	27	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	442	0	0	80	336	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	33	0	0	0	0	0	0	0	0	0	55	219	0	0	0	0	0	0	0	0	12	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	130	0	54	0	0	0	0	0	0	0	10	0	0	0	0	0
Mrpl47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	21	0	1	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	1	0	0	0	9	0	0	0	0	0	0	0	10	0	10	34	0	0	0	0	3	0	0	0	0	0	0	0	9	0	0	0	0	113	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	111	0	0	0	0	218	0	0	0	185	0	25	42	0	0	0	0	0	0	0	0	0	0	0	0
Rapgef6	0	0	0	246	0	0	0	0	58	76	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	443	147	0	0	548	0	23	1	0	0	0	0	345	0	32	0	1	0	203	150	24	0	0	0	0	1	0	116	0	0	0	0	0	0	0	0	56	26	19	1	8	6	0	0	0	0	0	0	0	0	0	0	0	0	126	0	38	0	34	0	26	0	0	0	30	0	49	8	0	0	0	0	4	0	838	0	0	0	1	0	0	39	0	0	0	1	0	0	0	0	0	0	0	145	0	0	15	6	0	0	0	9	30	0	74	0	0	0	218	85	108	0	0	0	0	0	72	0	0	96	0	68	0	199	0	0	0	0	0	0	0	4	0	0	0	9	0	49	0	0	0
Fbxo34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	980	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0
Dlgap5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0	19	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	86	0	0	0	0	2	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zdhhc18	57	0	0	4	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	110	0	0	0	0	0	0	0	0	58	0	0	0	0	0	35	0	0	182	0	0	0	0	0	0	54	0	0	29	0	0	0	0	0	78	0	0	0	1	0	0	18	0	1	0	37	0	0	0	0	0	0	6	0	42	0	0	0	235	100	0	3	0	0	447	258	0	0	1	0	0	0	0	0	764	0	271	0	207	0	99	0	0	153	0	1	0	0	0	179	0	485	21	2	1	0	0	0	0	0	0	0	7	1	0	0	0	0	0	2	0	186	166	0	0	3	0	0	0	0	0	14	0	126	0	0	0	0	0	0	0	50	0	0	0	0	0	0	34	0	0	0	0	12	0	5	4
Rps16	941	216	663	1079	508	403	344	162	154	298	123	263	169	393	465	395	336	342	229	436	480	350	43	27	541	140	579	277	276	560	103	226	469	2060	92	321	401	628	802	281	2695	1024	414	826	528	160	743	865	319	92	307	317	1903	1547	157	564	1120	1057	248	200	236	230	134	334	322	144	109	682	1158	1364	1342	257	927	507	1049	1526	194	1089	68	689	374	655	882	846	2399	34	336	1011	338	1034	895	113	323	196	1277	384	459	137	480	815	242	291	397	232	77	75	186	328	456	482	817	139	609	530	544	11	481	270	322	1167	490	221	342	752	726	243	452	477	1407	726	553	1076	425	725	566	969	218	150	590	592	869	521	816	1610	1326	424	706	712	751	933	1047	1002	26	45	372	514	384	1321	425	249	1354	499	238	747	821	129
Mcrs1	0	0	0	0	0	0	0	0	0	0	265	2	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	260	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	34	0	58	47	0	0	0	85	0	0	10	85	0	49	0	2	0	0	0	1	38	0	0	0	2	0	0	137	3	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	330	0	187	433	0	0	0	0	0	8	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	19	3	1	0	0	0	0	51	0	120	0	0	0	0	0	0	0	0
Wdhd1	0	0	1	1	0	1	0	0	0	0	324	0	0	0	0	0	0	0	0	0	0	0	0	9	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	160	0	0	0	0	0	0	0	0	0	19	0	0	0	37	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	289	3	1	0	0	0	0	100	0	0	0	0	0	0	0	0
Tob1	0	40	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	281	0	0	1	0	41	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	15	0	0	0	0	12	53	0	4	0	5	12	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	302	20	0	0	0	0	65	2	18	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	32	0	7	0	0	0
Gch1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	929	75	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	89	0	0	0	0	7	0	44	0	0	0	147	0	0	26	0	0	41	0	0	0	0	75	0	0	1	0	1	0	0	0	784	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	17	0	0	0	0	0	0	0	0	1	0	0	30	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	18	0	0	0
Nme1	48	0	2	6	227	173	0	0	0	53	0	0	20	23	39	0	13	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	19	0	0	0	0	205	20	133	0	90	0	0	0	24	64	0	47	0	8	47	0	0	16	23	0	54	0	6	13	0	0	1	5	15	594	300	70	0	25	0	35	0	0	0	0	9	1	66	34	126	42	0	0	0	45	0	0	0	0	0	0	41	29	0	0	0	0	74	0	0	0	0	3	0	0	0	0	0	0	21	0	131	0	0	0	0	34	58	13	25	54	142	83	0	31	57	0	0	0	0	0	0	0	0	14	69	0	0	139	83	0	0	0	129	0	0	109	370	0	0	0	58	0	79	0	0	0	42	23	7	0	51	0
Bclaf1	124	547	90	1957	0	60	187	266	0	835	190	12	30	0	52	0	4	11	227	0	0	0	21	0	10	0	173	0	459	0	57	0	0	2	15	255	0	1	265	103	0	0	0	0	0	0	17	70	0	0	3	201	0	66	0	0	0	0	0	45	19	0	51	84	90	3	20	173	400	0	0	0	7	26	152	0	19	0	1	110	126	212	102	0	296	1092	0	223	111	1	54	0	14	978	23	10	48	4	0	755	170	0	16	58	0	2	63	0	0	0	6	0	212	14	296	531	1050	4	52	0	0	2	6	57	177	0	0	1	729	14	0	0	35	0	174	0	17	8	13	0	237	377	87	0	1	29	0	167	15	51	288	0	0	177	64	269	0	69	0	211	0	214	34	0	21	33
Wdtc1	0	0	0	0	0	17	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	29	0	0	0	0	0	17	0	59	57	0	0	0	0	0	1	0	0	16	0	0	1	0	0	13	0	0	2	4	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	79	0	0	0	0	14	24	6	0	7	0	0	0	0	0	0	0	0	4	0	0	0	0	76	0	0	0	21	39	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0
Slc25a43	360	0	0	23	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp60	5	0	58	30	5	0	6	0	0	24	110	34	15	0	0	1	0	62	23	91	0	1	0	0	0	0	2	0	17	0	0	0	21	0	0	0	0	0	1	6	0	0	0	31	5	0	0	2	0	2	0	64	1	7	0	20	0	0	210	0	4	1	0	32	0	0	1	0	33	1	9	4	0	0	2	3	1	0	0	0	0	0	0	75	0	0	6	0	3	213	1	0	0	0	0	263	49	3	0	0	33	40	0	44	27	147	0	0	36	0	1	0	13	0	68	0	17	0	0	8	0	0	0	0	0	0	104	3	5	15	0	4	5	0	2	0	0	5	2	0	0	0	8	119	30	0	4	4	0	0	2	0	2	0	9	0	12	3	2	0	0	0	0	0	0	0
Prkci	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	72	14	0	0	0	0	0	0	0	0	0	0	0	0	2	0	394	0	0	0	0	0	0	0	0	0	946	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	40	0	0	235	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	37	0	0	0	0	0	0	0	0	0	0	111	0
