external_gene_name	logFC	FDR
Armcx4	-1.010200352	1.02E-05
Rasd1	0.974405927	0.01016008
Rasl11b	-1.056011006	0.028424625
Glp2r	2.124669808	3.11E-05
Glt1d1	0.722731854	0.027809723
Ppp1r3d	0.574771131	0.017507242
Tdrp	0.970324519	0.04732535
Bex1	0.557588011	0.012287088
Bpifc	-1.187030231	0.006933275
F2rl3	0.56387646	0.006783809
Ubqln2	0.440233454	0.03242332
Gm867	-3.839155069	6.64E-09
Scd4	-1.280384872	0.004993225
Evc2	0.659857191	0.001879735
Fzd2	1.113158887	0.043655694
C77080	-0.547830925	0.003507714
Tcf19	-0.576395144	0.0023873
Slc35d3	-0.824682562	0.005028265
Mmp13	-3.564359505	6.73E-14
Fam78a	-0.51546421	0.003589048
Zfp831	-0.751993507	1.81E-05
Ptges	0.80771439	0.003580095
Tmem125	1.062182682	0.022985885
Cdr2l	0.861120166	0.010223072
Map10	-0.734390389	0.029106938
Prkca	0.4193525	0.02377517
Hs3st1	0.877302581	0.00337011
Gprc5c	2.75959886	1.20E-34
P4ha3	-2.217940728	0.023014219
Lingo3	1.236953417	0.022870945
Zgrf1	-0.597031058	0.015277267
Pcmtd1	0.427415705	0.019532274
Ffar2	0.628367103	0.00601907
6030498E09Rik	-1.438937205	0.001230155
Six1	-2.010490313	0.000390514
Kif18b	-0.621658902	0.00502755
Flrt3	-1.225710921	0.013434281
Tacstd2	0.739705531	3.57E-05
Irf2bp2	-0.50435375	0.004185474
Kcnj16	-1.931151705	0.015104087
Tlr6	0.598927521	0.020508951
Arhgef39	-0.78731684	0.000621269
Pcdhb2	1.973996126	1.78E-05
Pcdhb1	2.266688423	1.27E-06
Treml4	-1.179359101	0.019488619
Apon	-1.024460694	0.047090634
Xrcc1	-0.480876269	0.027340111
Gypa	-2.023499596	1.43E-13
Cd209f	-1.323097858	0.029178586
D630039A03Rik	0.494529648	0.011372783
Akr1b7	-1.754357846	0.010513382
Rasal3	-0.475123753	0.042925674
Plpp2	0.567592425	0.017631611
Gm14964	2.04503671	8.23E-08
Gm5963	0.907595616	0.008355354
8030423F21Rik	-4.243473448	9.69E-06
Tbc1d30	0.643758573	0.017818213
Slc39a1	0.595889549	0.004656705
Cx3cr1	1.57146065	0.001272989
Il1rapl1	2.704933868	1.94E-08
Atp6v1a	0.551783519	0.017389491
C130026I21Rik	2.309811643	4.71E-09
Tmem171	2.265064052	2.70E-06
Cherp	-0.416784617	0.04596058
Pbx1	0.658509648	0.004405438
Cpne8	1.503923108	1.28E-17
Plekhg3	-1.206319107	5.93E-07
Terb1	1.404629842	0.001630447
Rap1b	0.585170327	0.016306668
Cysltr1	1.264308219	0.015104087
Nrk	-1.529200029	3.68E-17
Lamb2	-0.656141925	0.010226852
Smarca5-ps	-1.148246424	0.016856457
Rnf157	-0.465137762	0.028968548
Aph1c	0.45911172	0.018465204
Cfap300	1.015791861	0.000698715
2700081O15Rik	-0.754015213	9.15E-05
Socs3	1.655493365	3.67E-19
Spag16	0.955391291	0.040665328
Fes	-0.482230839	0.016306668
Cdh22	1.745098078	2.89E-05
Bcl3	0.891160157	2.08E-06
Slamf8	0.688012383	0.038294313
Tarm1	2.560668282	0.000378786
Phgdh	-0.438544026	0.047513498
Shisa7	2.469771825	6.16E-24
Tanc2	-0.495579696	0.017130046
Plxnb1	0.65871791	0.02787239
Tgm5	-1.13694296	0.010903578
Camk2d	0.41592639	0.037759568
Ppfia2	-1.803751772	0.024895845
Fpgt	0.47446285	0.018686624
Sh2d4a	-0.889005664	0.004192703
Stum	-2.351814251	0.002835456
Tdrd9	3.965166705	8.22E-84
Klk13	2.647079142	1.95E-05
E130116L18Rik	-2.322369981	2.99E-05
H2-T3	2.225657363	7.96E-24
Klf1	-1.338077281	2.41E-09
Ifi205	1.899920836	0.016306668
Gimap4	0.624042044	0.012792792
Sytl5	0.745034645	0.000567751
Gm4876	-1.109972637	0.030873992
Xlr	-1.771221693	0.001364076
Mmrn1	0.727998916	0.001738842
Hmgb2	-0.465975017	0.03469013
Tmem158	1.209537114	1.52E-06
5330416C01Rik	-1.405683002	0.025363152
Cntn1	3.083557381	2.74E-21
Pdlim1	0.416397674	0.039590034
9130017K11Rik	2.29541861	0.008841645
Klf2	2.065979898	0.000282437
Foxd2	0.697820552	0.000784018
Wdr86	-1.397036887	0.002282197
Fat2	-1.903152167	0.000278586
Maf	1.58582541	1.34E-17
B4galnt4	0.677062255	0.000298377
Kbtbd11	0.617119326	0.0005004
Ghr	1.076906141	1.33E-09
Usp26	4.109836947	1.12E-06
Gm9985	-1.537326353	0.005765488
Ppp4r1l-ps	-0.602456076	0.049265681
Triqk	0.818499258	0.000215986
Irs1	-2.374159421	1.14E-06
9330182L06Rik	0.5561182	0.013951977
Clca3a1	2.567177537	6.83E-54
St3gal5	-1.266079486	4.92E-09
H2-T22	0.471856312	0.03478587
Col8a2	1.210977642	0.015772909
Pla2g4a	0.447556747	0.023785817
Fabp3-ps1	-1.977908826	0.026665209
Actr3b	0.837327575	0.011421567
Lig1	-0.620339086	0.002169298
Slit3	-1.706991005	9.36E-05
Cebpb	0.885836542	0.000560295
Ptafr	0.526718607	0.006463938
Pign	0.589193675	0.001026836
4931429L15Rik	-1.678550453	0.031558449
Chst13	1.667299047	0.003853582
Hoxb8	2.666310008	4.69E-34
Dnah9	-1.94985888	0.000806361
Ttc26	0.536189048	0.040679132
Pou3f4	2.347985489	0.000547302
Gulp1	0.593347253	0.006975476
Usp13	1.720649455	1.34E-05
Ces1d	2.082911404	0.005574311
Nxf3	2.214472041	7.48E-05
Gm7536	0.557650558	0.006496486
Skap1	2.403573809	2.41E-12
Ces1g	1.967365652	1.66E-06
Bcl2	0.466260686	0.013408082
Mex3b	-0.876066261	0.000879453
Lepr	-1.014266941	0.001643772
Prtn3	0.991070389	3.84E-08
Mab21l2	5.788954271	1.71E-72
Xlr3a	1.611445835	0.000100371
Abat	1.377627364	6.81E-10
Gstm1	0.684383755	0.000138439
Gm5148	0.944026671	0.000311195
Tcp11x2	2.337933969	7.42E-06
Tspan7	-1.203997294	0.018357165
Cxcl2	-1.818396742	0.000254723
Panx2	0.775474726	0.000422812
Wdr91	-0.437175057	0.039857427
Rpl28-ps1	0.45896853	0.016565728
Capn11	1.380753189	0.012260971
Rpl21-ps12	3.745546131	0.001092679
H1f5	-2.101904386	8.49E-06
Sh2d3c	-0.485978034	0.009611058
Frem1	-1.284778066	0.039912425
Pde1a	-2.351852613	0.002835456
Il1rapl2	1.668093327	1.02E-12
Slc14a1	0.446908751	0.019771414
Aldoart1	1.323118463	0.016727939
Tmprss9	-3.03856155	0.001290004
B3gnt8	1.026392672	2.98E-06
2610301B20Rik	0.520115693	0.009191721
Calcrl	0.49649361	0.042460758
Kcnh7	0.827435862	0.003143653
Kmt5c	-0.580109405	0.021504591
Kcng2	-1.111975273	0.020128531
9430015G10Rik	-0.5751942	0.034600917
Atp8b4	0.838926102	0.003405778
Serpinb6a	0.889530138	2.52E-06
Cxcl11	2.201742383	2.44E-05
Arrb2	-0.492361825	0.006055752
Scrt2	2.172837687	0.002459138
Caln1	-3.276838301	0.000189592
C030014I23Rik	2.239205015	4.84E-06
Rps16-ps2	0.516006899	0.003016043
Adgrg3	-0.494071895	0.049095882
Irak2	-0.540229252	0.018939715
Fam78b	0.866003792	0.034869806
Nkpd1	0.974717407	0.011543469
H4c9	-0.607304859	0.025357171
Slc9a6	0.549079732	0.018731141
Cd302	0.823004888	0.003255475
Ube2s	-0.556959807	0.002318325
Tdrd5	1.352570615	0.049093525
Clasrp	-0.606971634	0.029737124
Lsamp	-3.899434391	0.000217182
Prcp	1.1475762	1.16E-07
Taok3	-0.469063252	0.033011298
Rag1	-1.98878908	1.84E-05
Cxcl12	-1.245800567	2.91E-09
Acvr2b	-0.637600026	0.026073383
Zcchc14	0.569291796	0.014824326
Cracr2a	-0.590919997	0.009915714
Rpl27a-ps1	1.837483837	0.00185283
Ksr2	0.76660398	0.001041925
Dot1l	-0.696336643	0.010146183
Tnnt3	-1.311071403	0.02538353
Btnl7-ps	1.31593457	0.021363223
Sphk1	-1.591206528	1.70E-08
Lmnb2	-0.405946446	0.028631378
Cd200r4	1.337906171	1.07E-05
Ifnlr1	3.294205578	3.82E-19
Trank1	-2.122364684	0.000402709
Cytl1	2.055000786	0.001288138
Arf2	0.483658863	0.021516739
Nsl1	-0.604146709	0.000859002
Fabp4	-1.417215877	0.000862705
Syt9	0.828183263	0.01520057
H2bc12	-1.701880068	0.002181614
Kcnc3	1.26322902	0.000117138
Hdac10	-0.461488843	0.04596058
9130023H24Rik	0.604199839	0.003050543
Kdr	1.476146761	6.62E-19
Cped1	-0.851917768	0.020788019
Gm9701	1.357837559	0.020516343
Rps4l	-1.255982484	2.39E-06
Tmed5	0.449042682	0.033245965
Cyp26b1	1.721317053	4.93E-23
Nmral1	-0.388490882	0.045059907
Sema3e	1.86362795	3.07E-09
Tnfrsf11b	-1.766300629	0.00429947
Lin28b	-1.771306618	8.46E-05
Gm4987	1.3680122	0.043655694
Cdc42ep5	1.308761284	0.001436714
Nlgn1	3.161943669	5.51E-08
Scgb3a1	1.11464904	0.023616245
Ipcef1	-0.910431732	0.000263272
Fbln2	-1.264073605	0.04033316
Izumo1	1.000783805	0.037920924
Paqr9	-1.373998538	1.15E-07
Pde6h	0.883414868	0.010538892
mt-Rnr1	0.564216321	0.029985235
mt-Rnr2	0.60409149	0.025431169
mt-Atp6	0.949541241	0.01076562
mt-Co3	0.952720426	0.018568698
mt-Nd6	0.530439679	0.026053955
mt-Tp	1.017824998	0.00013251
Gm26448	-1.067471142	0.044916805
n-R5s215	1.369886426	0.008226223
Gm22747	3.824303668	3.95E-11
Snord49b	-1.360912077	0.009597132
Gm26224	-0.931430481	0.01076562
Gm24564	-1.807099414	0.029319484
Gm26440	-2.113561846	0.013007065
Gm23613	2.376747928	0.005234626
Gm25855	-2.195028845	0.000398638
Snord14e	-1.6118928	0.000251489
Gm26203	-1.496244021	0.035177267
n-R5s204	-2.217477341	0.022887839
Gm23722	-1.521645949	0.021251457
Snord15b	-1.118808378	0.029081961
Snora65	-0.795896281	0.029655821
Snord104	-0.938541579	0.001389634
Snora31	-1.059891368	0.015694143
Gm23969	-1.17188519	0.033759722
Gm24452	-1.065758423	0.026410922
Mir339	1.460547251	0.012609963
Snora74a	-1.875043104	0.005350513
Gm26165	-1.645446183	0.003381541
Snord35a	-1.041829477	0.034229485
Zfp985	0.780987132	0.027048099
Zfp979	0.947083781	2.72E-06
Zfp987	1.61180718	5.99E-06
Dhrs3	1.171541465	2.29E-09
Gm12866	2.457336295	8.38E-08
Vps37b	-0.417351361	0.038332328
Impad1	0.471310308	0.040899001
Serpina3f	-0.833525168	0.000923837
Serpina3b	-1.874633376	0.005332755
Hmgn3	0.507974866	0.01076562
Flvcr1	0.52927878	0.023888817
Insyn1	-1.180229289	0.017818213
Psg16	1.132076836	0.011790293
Zfp648	1.479206035	0.001573196
Rps15a-ps5	0.838972018	0.013670833
Jchain	1.109705653	0.025572994
Lrrc66	-0.796416792	0.004016369
Rps25-ps1	0.580191467	0.021412336
Lyar	-0.424344624	0.045815565
H4c11	-1.505857276	0.011304242
Zfp991	0.453515407	0.044942489
Zfp120	0.515060237	0.005334565
Phf11d	2.005525943	2.49E-26
Slc4a5	-1.931134841	0.015104087
Cep152	-0.806904518	0.013670833
Psrc1	-0.671783907	0.00918662
Ptprz1	1.458398485	0.003632197
Gstm6	1.408427711	0.000219769
H2ac20	-3.038232414	6.15E-05
Syt11	0.46618335	0.019194319
Usp9y	-4.730486591	5.25E-15
H3c1	-2.078101297	2.86E-05
H2bc7	-2.902999324	0.003175222
H3c6	-1.70005941	0.00158002
H2bc11	-2.167106824	9.30E-06
Hist1h4m	-1.843850527	0.022922823
Gm6020	1.234869704	0.012773149
Ank3	0.96456877	0.001380951
Marcks	0.52197199	0.012661172
Gm10275	0.443769402	0.034319372
Cacng7	1.263937953	0.00414069
Sat2	1.219720925	0.020215602
Pabpn1l	-1.350378911	0.048140035
4930438A08Rik	-2.053240219	0.000601926
Irgm2	0.586280544	0.009695112
Spdl1	-0.554097935	0.034072435
Rps13-ps2	0.686876695	0.001920732
Fcho1	-0.801591372	0.000254034
Sp140	0.386502944	0.047835578
Mpzl3	2.580729298	2.32E-06
Qrich2	-2.642353486	0.004417397
Gpr179	-1.200073345	0.004334556
Ccnd1	0.731222336	5.02E-05
Itgad	-1.178267945	0.009456351
Fbxo39	-2.902830712	0.003175222
Nlrp1b	-0.944431388	0.021131567
Il18bp	0.64771592	0.005780614
Adamtsl3	-1.768581887	0.000387871
Tmem132b	1.870137068	7.17E-12
Slc17a7	0.904856789	0.010274872
Runx3	-0.546320657	0.002884012
Rbm44	-0.956618744	0.004717691
Cited4	1.198291671	2.32E-06
Trabd2b	-1.442847547	0.019936557
Skint3	-0.791550129	0.008518145
Klhl9	0.529452343	0.028206678
Cecr2	-1.847573977	4.53E-06
Zfp946	0.568348113	0.010175788
Armc2	0.884994732	0.003268395
Zfp777	-0.416894393	0.048116417
Klrg2	1.005597228	0.035892787
Snx29	-0.550144228	0.009422971
Gm14698	1.071456911	0.018142822
Mcc	0.878281488	0.042832504
A530040E14Rik	1.939801039	1.37E-15
Lratd2	0.855280472	4.78E-07
Gm10384	-1.518019009	7.66E-13
Slfn2	1.020554034	0.000483365
Spef2	0.864756017	0.048116417
Myo18b	-1.63096819	0.005238246
Gm10419	1.646863591	8.12E-22
Ahnak2	1.240251763	0.002593692
Gpr27	1.043558431	0.036615425
Gm8098	1.405766908	0.024570166
Vma21	0.552004041	0.028266031
2410018L13Rik	-4.551545577	5.51E-13
Ccdc160	1.445077065	0.000223948
Nudt11	0.796128032	0.014755835
Trim10	-1.937214853	7.50E-08
Gm8909	1.567872934	4.07E-08
Gm10499	0.801231973	0.031440321
Lst1	-0.682790716	0.00133286
C4b	2.390093515	7.55E-47
Gm4951	0.574550801	0.007208341
Pcdhb22	0.760394654	0.017816286
Gal3st2c	2.365291128	9.18E-06
Pgap1	0.642781056	0.034066771
Tmem88b	1.091278493	0.005334565
Cenps	-0.552452409	0.029725319
Lmbrd1	0.565267108	0.00608655
Gm16287	2.254577086	1.81E-05
Gm10571	-2.002276524	0.00812268
Ggh	0.650229375	0.024454284
Spint2	0.432964084	0.03849258
D930028M14Rik	-1.885848456	9.37E-05
Phldb3	-0.624487956	0.001009816
Gm10689	1.024761316	0.026535773
Gm14548	1.848577664	0.010053391
Gm15448	2.192628517	0.00429947
S100a16	-1.371419279	0.02395864
Spc24	-0.575614908	0.001819591
Mex3a	-0.366966295	0.048798372
Bglap	-2.903000861	0.003175222
Gm10720	-4.137644107	2.67E-05
Ripor3	0.760913642	0.019227778
Kif5a	0.918704515	0.004409228
Zfp345	1.485848174	0.003199797
Thbd	0.843667042	5.25E-07
Ism1	1.199784232	0.023558219
Lcmt2	0.467850075	0.042038918
Gm14207	1.107662663	0.009532374
Pak6	0.697323911	0.006421968
Grem1	-1.345419023	0.006682362
Ano3	1.318358292	0.031115236
Gm10800	-3.102016342	3.63E-07
Gm10801	-3.086773882	3.10E-06
Ttc30b	0.563792463	0.034335792
Gm13443	0.980606284	0.041641545
Smim6	0.732560694	0.001696964
Gm13262	1.537781224	0.011824635
Ly6a	0.792809098	0.000378121
Selenom	0.935380062	6.44E-07
Gm24951	1.502398659	0.013443056
Sox4	-0.758333289	5.92E-06
Oxct2a	-1.462172616	0.006190752
Igkv15-103	11.09802326	5.20E-26
Igkv4-91	3.205026024	1.26E-05
Igkv4-86	3.521073186	0.007146871
Igkv13-84	7.54442607	2.82E-07
Igkv4-68	8.575250154	4.08E-05
Igkv4-63	-4.357358899	7.80E-17
Igkv4-57-1	9.367443242	1.21E-07
Igkv5-48	10.16194937	3.99E-06
Igkv5-39	-1.776650272	0.012504173
Igkv12-38	9.439532418	1.61E-05
Igkv7-33	8.646318517	0.000165318
Igkv6-32	6.273587215	1.39E-13
Igkv8-30	6.063869388	3.67E-14
Igkv8-27	7.071171407	8.05E-28
Igkv8-24	6.959647501	5.25E-07
Igkv8-21	7.716065565	1.14E-05
Igkv6-20	9.398589265	2.29E-07
Igkv3-7	-4.582464944	3.24E-13
Ighg1	-3.247839174	7.74E-05
Ighv7-3	7.833451805	6.78E-05
Ighv14-4	8.70382617	0.000125478
Ighv7-4	6.907749609	4.15E-06
Ighv1-18	-2.50313661	0.004666442
Trgc4	1.689134744	0.008451322
Trac	3.473804859	2.31E-07
Iglv1	-1.293342474	0.003281449
Iglc2	1.61061245	0.00242963
Snord64	1.720519259	0.032420511
Snord70	1.487724904	0.022685556
Gm24336	1.522301934	0.024122392
Snord65	-1.647709661	0.000881961
n-R5s67	-1.167524766	0.049622548
Gm23706	1.702040784	0.002957603
Gm24608	-1.404973894	0.008972903
Gm23608	-1.944461366	0.001722224
Gm16485	1.675740747	4.36E-12
Ankrd63	0.443334101	0.033117262
AK157302	1.059563183	0.017762962
Capns2	-2.249659184	0.001757551
Ppil6	1.203755038	0.006673116
Zfp984	0.524519288	0.003055476
Zfp988	1.040874737	0.015619829
Gm13212	0.962932393	6.03E-09
Zfp990	0.852029026	0.042038918
Aunip	-0.66205176	0.011973982
Trim30c	-0.720083092	0.034234398
Fam174b	0.648289076	0.003273835
Rad54b	-0.762918492	0.008764148
Gm9733	2.766620478	0.00022139
Zfp541	-1.93111734	0.015104087
Gp6	-1.261309724	0.037404271
Igtp	0.500804379	0.017816286
Gm14412	1.411258348	0.003547188
Gm14444	3.089633877	0.025572994
Ifi47	0.614534127	0.00664359
Tgtp2	0.427293127	0.042897684
Tgtp1	0.571056716	0.003223386
Naip2	0.494031531	0.008536553
Serpina3i	1.341681702	0.012181506
Prnp	0.871529298	6.88E-05
Kcnip3	0.752489675	1.78E-05
Zan	-1.817931668	8.18E-11
Clec7a	1.148784482	7.05E-05
Klrb1b	1.95004835	2.57E-05
Gm2897	1.276136449	0.020463221
Mroh2a	-0.81318244	2.52E-05
Gm16026	1.778272201	0.000792116
Col4a3	-1.327208612	0.03914432
Nhsl2	0.520302327	0.009094156
Colca2	-0.784826777	0.045965313
Muc4	-2.503173657	0.004666442
Fam71f2	-1.019431379	0.041949504
Ulbp1	-0.448095643	0.042691647
Gm22952	-1.654025288	0.001636817
Gm22489	-1.074711579	0.009302902
Akirin1-ps	-6.341996136	4.01E-05
Gm9159	-2.232122649	0.035293279
Gm9001	1.488801759	0.019230939
Gm9385	0.579600313	0.034760004
Gm11966	1.310805022	0.014147679
Gm5638	-1.678588582	0.031558449
Rps15a-ps7	0.867950142	0.000289229
Rpl19-ps11	0.493270559	0.017208844
Gm13552	1.298432726	0.023196004
Gm8880	1.83489103	0.00731458
Gm15836	-2.519078454	0.009138085
Gm6275	1.26422995	0.033193818
Gm14132	-2.38313971	0.018257443
Gm14303	0.45553333	0.029415808
Uqcrh-ps2	1.806511513	0.001405995
Rps27-ps1	1.521233446	0.024647744
Rpl30-ps11	1.521169614	0.024804031
Gm13608	-2.045389445	0.007551009
Gm12005	1.180307978	0.019941416
Gm15544	-2.217479118	0.022887839
Gm13882	1.296153693	0.046528193
Gm14441	-1.691739833	0.042782565
Gm15789	-1.44243424	0.010912871
Gm12993	2.78924266	4.21E-09
Gm15785	1.97437286	0.000881961
Gm8659	-1.496851549	0.035057417
Glns-ps1	1.182796369	0.002095797
Slfn14	-1.170812802	0.03103929
Gm13577	1.479019036	0.025876255
Nap1l2	1.635192911	0.000278474
Gm14415	-2.847295519	0.00035678
Gm15148	1.223246872	0.021147537
Gm13456	0.551576469	0.002487524
Gm14227	-1.38845464	0.020893966
Gm14845	1.455137052	0.002991753
Gm14537	-1.447235606	0.005660225
Gm13204	-1.016177151	0.035378278
Gm14119	-2.556402692	0.000574359
Gm16166	-1.150639808	0.024185784
Polr2k-ps	-1.412121472	0.01563165
Gm11764	-2.902658642	0.003175222
Gm15066	3.836919638	8.77E-06
Gm13502	1.111104324	0.041641545
Gm13156	-1.860144762	0.000856291
Gm13207	-1.807100552	0.029319484
Gm14863	2.080547919	0.007814587
Gm14586	0.565033275	0.005286098
Gm15602	-2.170035434	0.000115712
Gm14086	-2.152579738	4.10E-05
Gm5883	1.397726147	0.048446014
Gm13543	-1.874239293	0.005355798
Gm1947	-2.175706045	0.001111907
Gm13341	0.696934996	0.03501478
Gm14843	-2.136996495	0.025099175
Gm12527	-1.22047201	0.047814037
Gm8145	-1.584660927	0.02216118
Hmgb1-ps4	1.900274987	0.016306668
Gm15421	0.69721615	0.013203087
Tpt1-ps3	0.555821179	0.001429275
Gm14046	2.258017984	0.013391446
Rps15a-ps8	1.994355076	0.000287586
Gm23212	-0.779209923	0.01859843
Gm24629	-1.247108767	0.043655694
Gm13881	0.746925857	0.005329563
Gm16741	-2.902659599	0.003175222
5830444B04Rik	0.809995419	0.033279447
1700027A07Rik	-1.774144675	0.005978827
Gm14827	-1.930745837	0.000584319
Gm17477	-1.034218011	0.024064071
Mipepos	1.392911884	0.017715414
Gm13184	-1.490570651	0.022588885
Prdm16os	0.690817443	0.000224322
C030013C21Rik	-1.209730204	0.028503803
B930095G15Rik	1.194989937	0.003832809
Gm11614	-1.089927575	0.044146427
Mir22hg	1.596204074	0.000250171
Lrrc75aos1	-1.782334329	0.010313285
Gm14963	1.173065235	0.023196004
Gm13185	-1.618208611	0.008499409
B430219N15Rik	-1.646667833	0.002322617
Gm11713	-1.686992832	0.011317964
Gm15893	-1.113066019	0.000784018
BC046401	-1.213370437	0.034405983
Gm15663	0.899707272	0.00772369
9130410C08Rik	1.976612007	0.000741213
1700095J03Rik	2.233817514	0.00152023
Gm16348	1.229522782	0.019227778
1110046J04Rik	1.417362684	0.000618003
Gm14198	-3.899304809	0.000217182
Dpy19l2	2.4227807	1.02E-13
Gm12786	-3.229169242	6.54E-07
Gm16090	2.527600087	0.001827634
Gm4969	-1.799391139	4.15E-06
1700016P03Rik	2.845970805	0.001576409
Gm11695	1.602484446	0.00601907
Gm7854	1.660833676	0.001630447
Gm15987	2.1247909	1.61E-05
Cep112it	-2.835079368	0.000868619
Arhgap27os3	-0.718445473	0.02525611
Gm14634	1.025926251	0.047035678
Gm6689	1.725402798	0.003385226
Gm12781	-1.608812758	0.01200317
2610307P16Rik	-1.129715115	2.19E-05
Cd63-ps	0.89897863	0.011372783
Gm13293	2.45431719	0.003153592
Wipf3	-1.180919237	0.029346786
Gm12257	-1.320381713	0.029725319
8430436N08Rik	2.29404331	7.25E-07
Ncr3-ps	-1.701435127	0.000187222
Gm11832	-1.444904743	0.004593817
Gm16599	-2.217669332	0.022887839
4930483K19Rik	-1.543342341	0.013818803
Gm15564	0.785096342	0.011401457
Gm12996	1.740831067	0.001553988
Gm14091	-1.002483585	0.038240663
Asb17os	-2.208284868	0.000189094
9330162012Rik	1.126288407	0.00406771
Gm16758	-2.010232473	4.52E-10
Gnasas1	-1.686407413	0.011585727
Dlx4os	1.517363309	0.00128033
Gm13372	-4.1376441	2.67E-05
Gm15384	-1.253441394	0.032490302
Gm16548	1.378607903	0.000500744
Gm16178	1.550407269	0.007666604
F630206G17Rik	1.574096872	0.03600243
AI427809	-1.465513929	0.002565381
Gm13977	-1.403682888	0.010727734
Tspan2os	-2.503212297	0.004666442
Gm43154	-1.157429379	0.024616665
Gm13546	2.243516071	3.82E-10
Cyp4x1os	1.722809367	0.000425216
Gm13404	1.744160576	0.005574311
Gm15956	-1.166429697	0.035177267
Gm12596	-2.113537211	0.013007065
4933431E20Rik	0.500846496	0.047090634
Gm15979	-1.882636224	0.005355791
4930417H01Rik	2.596732749	0.001026836
Gm13206	1.795788019	0.000634737
Gm11611	1.469777861	0.010670971
Eldr	-0.80407758	0.020676932
Lbhd2	1.906941728	7.44E-08
Gm11399	1.42662174	0.026966177
Gm12655	1.304549356	1.30E-05
D230022J07Rik	-1.555834449	0.010523827
Gm13986	-1.264090406	0.011944417
Gm12827	-2.061344011	0.000326344
C78197	-2.556228632	0.000574658
Gm15990	2.787349473	0.000180371
Gm11464	-1.496246174	0.035177267
Gm13710	-1.05334597	0.049242925
Gm13561	-1.178758735	0.013708851
Gm15938	-2.519083099	0.009138085
Gm16576	-0.649791064	0.015470955
Gm16174	0.92953609	0.043688945
Gm14257	1.397812515	0.04841444
1200007C13Rik	4.148070119	1.66E-12
Gm25966	-1.2143149	0.047514619
Gm24991	-2.678877684	3.28E-06
Gm24262	-2.383146825	0.018257443
Gm23751	-2.119184448	0.00080022
Gm25908	1.823117539	0.025092917
Gm24016	-1.833117854	0.021555941
Gm23964	-1.289912986	0.010386135
Gm24191	-1.976445018	0.026808623
Gm26039	-1.977909959	0.026665209
Scarna13	-1.169464515	0.049770748
Gm24940	-2.835066503	0.000868619
Mir1950	-1.693163193	0.002132654
Gm23119	-1.286945867	0.04152516
Gm26359	-1.771347983	0.003507714
Gm3470	1.181558139	0.030973417
Gm14057	-1.104760535	0.039695259
Fcor	1.084364262	0.012297353
Rasgef1b	0.533269232	0.022178259
A530032D15Rik	0.677383077	0.035915376
Gpx2-ps1	-1.187449455	0.026302635
G6pd2	1.779120874	0.001026836
Gm15872	-1.078836111	0.045961017
Gm16587	2.147994967	2.41E-06
Snhg9	-1.230765649	0.032451362
Gm16094	2.066798232	2.00E-05
Gm3076	2.551780996	4.22E-05
Gm8185	-1.678474125	0.031558449
A730090N16Rik	-1.577730496	0.033340788
Pou3f1	1.635155982	0.006671828
BC035044	0.876754838	0.014721019
Gm16315	-1.5675401	0.02787239
Cfb	-3.162617684	0.000498882
Gm16028	4.132278813	7.82E-12
Alms1-ps1	-2.113549487	0.013007065
2810442N19Rik	1.787384934	0.001262353
Gm6133	1.973258058	0.010386135
Gm17137	-2.099112797	0.004447914
Gm17233	-2.627208603	0.002023247
Hspa1b	-0.923280278	0.03286522
D6Ertd527e	-1.233870214	0.026161845
Pabpc4l	0.600668886	0.005611933
Gm17097	-1.068553473	0.042556402
Gm10722	-3.602617025	1.27E-08
Gm17133	-1.991240517	0.002169298
Gm19840	1.447463431	0.023407339
Gm17641	1.836752966	0.001150497
Eid1	0.708124972	0.001737479
Rd3l	3.68707021	3.49E-12
H4c14	-1.414880814	0.007666604
Gm8206	2.059914823	7.69E-05
Gm17067	1.576784821	0.013402686
H2-Q2	3.174041931	1.76E-09
Gm8094	4.15276785	2.63E-08
Zfp964	0.717740158	0.016807466
Hspa1a	-1.765106775	0.003251208
B930036N10Rik	-1.419309901	0.013416482
Gm6611	-1.975237068	0.000948172
Gm9027	1.194421093	0.009532374
Kcnb2	4.858890638	3.78E-68
Gm20460	-1.285072469	0.024873331
4930515G01Rik	-0.952132111	0.007814587
Gm6623	1.604606501	0.006117858
Gm20485	1.501342303	0.015058393
Vhl-ps1	1.401032497	0.019976371
Gm20478	0.97489082	0.011387731
Gm20405	1.188822209	0.024982917
Serpinb10	1.946286018	2.58E-13
Gm20429	1.261008144	0.040679132
Snord55	-1.658210094	0.000726515
Gm25744	-1.332109693	0.021245909
Gm22121	-1.229429574	0.033133192
Mir378b	-1.298630475	0.004734599
Gm20691	-1.157474515	0.037117777
Gm20693	-2.045311576	0.007551009
Gm20655	1.226383858	0.015717388
Scarletltr	-3.763737868	0.000601926
Gm20796	-1.577856282	0.033322315
Igkv1-110	6.189108086	1.04E-08
Ighv1-53	4.261802801	1.92E-05
Ighv1-76	8.226333932	4.24E-06
Gm3629	1.471823837	0.01947203
Mrgpra2a	3.755883023	4.69E-06
Igkv4-59	8.392068567	5.29E-14
Ighv1-80	7.5736813	3.74E-07
Ighv1-64	5.443746245	0.000117138
Ighv9-2	-10.10438529	1.53E-27
Gm7233	1.101566309	0.039211617
Ighv2-3	2.099688823	0.002958523
Ighv1-50	-5.088797972	4.68E-14
