Data from original supplementary file					
ensembl	geneSymbol	log2FC	FDR	fpkm.sum	type
ENSMUST00000144099	Cdk5rap2	-0.449931461	0.0012829917	21.3968738771	DN
ENSMUST00000033740	Zfp92	0.6378198929	0.0012865747	2.7955772244	UP
ENSMUST00000098825	AI429214	0.6736912208	0.0012892515	6.1899897855	UP
	Mttp	0.6127094434	0.0012943438	2.7204374573	UP
ENSMUST00000165310	Ms4a6c	-0.5689009439	0.0012977767	19.4009779951	DN
ENSMUST00000038101	Hrh2	0.584242143	0.0013130967	6.8422939068	UP
ENSMUST00000036069	Mamdc2	-0.5253045684	0.0013187573	25.4332129964	DN
ENSMUST00000043503	Scube3	-0.681816353	0.0013194455	2.2364864865	DN
ENSMUST00000029451,ENSMUST00000119902	Tspan2	-0.580022122	0.0013221929	4.3223064553	DN
ENSMUST00000050880	Slc26a11	-0.5444386962	0.0013330232	7.2971962617	DN
ENSMUST00000072232	Tmod3	0.4372505192	0.0013392969	93.2206703911	UP
ENSMUST00000027650	Cd55	0.5038349826	0.0013398572	29.9264705882	UP
ENSMUST00000076831	Cdc42ep5	0.9337416637	0.0013468378	3.0255516841	UP
ENSMUST00000101425	Gm7932	0.9801936638	0.0013513951	1.2277498859	UP
ENSMUST00000169437,ENSMUST00000094154	Serpinh1	0.5538587486	0.0013513951	8.9950779327	UP
ENSMUST00000038753	Sh3pxd2b	-0.4807304006	0.0013524107	6.5547917509	DN
ENSMUST00000081064	Cenpi	-0.4789470247	0.0013540453	11.704	DN
ENSMUST00000169282	Aph1c	0.5032705952	0.0013563552	8.3104846495	UP
ENSMUST00000150180,ENSMUST00000163271,ENSMUST00000113582,ENSMUST00000113585	Mgll	-0.6138962884	0.001362745	2.1134690342	DN
ENSMUST00000105786	Spen	-0.4126660832	0.0013637776	30.562973215	DN
	Zfp964	0.7561115599	0.0013646958	2.7851382488	UP
ENSMUST00000163653,ENSMUST00000107952	Unc13b	0.5683692767	0.0013693046	4.3190048811	UP
ENSMUST00000116503	Pik3ap1	-0.5150047363	0.0013712096	15.8391070054	DN
ENSMUST00000041175	Ptger3	0.4726084566	0.0013986871	37.4193548387	UP
ENSMUST00000170936	C2cd3	-0.4344966271	0.0014067651	29.8444330162	DN
ENSMUST00000090958	Pmf1	-0.4850727424	0.0014193571	65.4761904762	DN
ENSMUST00000031276,ENSMUST00000168092	Rasgef1b	0.4750473552	0.0014281314	18.7005365526	UP
ENSMUST00000071563	Efcab4b	-0.6738291295	0.0014327443	6.9595216191	DN
ENSMUST00000108236,ENSMUST00000098604	Spint2	0.4620596509	0.0014327443	178.9366827254	UP
ENSMUST00000035164	Topbp1	-0.447539329	0.0014356715	85.6551249262	DN
ENSMUST00000027986	Optn	-0.4634534518	0.0014475493	15.5546288574	DN
ENSMUST00000039522	Apobr	-0.4734364666	0.001454378	17.4645340751	DN
ENSMUST00000075853	Cks2	-0.5062204563	0.0014556396	49.0376266281	DN
ENSMUST00000023616,ENSMUST00000164579	Slc15a2	-0.54069306	0.0014597498	11.9594918504	DN
ENSMUST00000004343	Wars2	0.5051443239	0.0014597498	11.2334550434	UP
ENSMUST00000168313	Nlrp1a	-0.6611172681	0.0014623759	1.7581385643	DN
	Tpr	-0.4097269159	0.0014757439	89.0444118432	DN
ENSMUST00000059826	Kcnb1	0.6234475628	0.0014899392	1.4635458703	UP
ENSMUST00000110036,ENSMUST00000170939	Ptk2	0.5189262739	0.0015153074	10.3751512707	UP
ENSMUST00000025511	Rps14	0.4203702452	0.0015180136	3096.0810810811	UP
ENSMUST00000114411,ENSMUST00000067150,ENSMUST00000164207,ENSMUST00000169212	Fgfr3	0.5435805279	0.0015202448	6.647260274	UP
ENSMUST00000024724	Crisp2	0.8731109346	0.0015206598	1.8779986292	UP
ENSMUST00000010298	Spire2	0.7743417611	0.0015374527	3.097497843	UP
ENSMUST00000047677	Ccdc18	-0.4650084963	0.001539808	6.6076058773	DN
ENSMUST00000065014	Lamb2	-0.5260371603	0.001539808	3.0039348954	DN
ENSMUST00000049022	Ninj1	0.4511042973	0.001539808	147.3182624113	UP
ENSMUST00000003574	Cyp4f18	-0.9030991993	0.0015508368	2.4008288928	DN
	D7Ertd715e	1.0184224064	0.0015554165	1.4497716895	UP
ENSMUST00000118110,ENSMUST00000048068	Arrdc4	0.4418888097	0.0015581343	47.6437800861	UP
ENSMUST00000119892	Gm15800	-0.4188467483	0.0015651432	17.3052706738	DN
ENSMUST00000005051,ENSMUST00000048209	Ldha	0.443648299	0.0015651432	616.4159292035	UP
ENSMUST00000105897	Arid1a	-0.4190693649	0.0015653237	75.1882280809	DN
ENSMUST00000002677,ENSMUST00000085948	Axl	-0.5201943753	0.001568541	8.8951421801	DN
ENSMUST00000069360	Gpc3	0.6987838633	0.0015806858	3.110619469	UP
ENSMUST00000030581	Adc	0.6108811053	0.0015807668	6.4139559286	UP
ENSMUST00000166301	AK140192	1.0660750112	0.0016011191	1.1382113821	UP
ENSMUST00000051064	Fam164a	0.4976853761	0.0016104492	9.2094272076	UP
ENSMUST00000116436	Ahr	0.4730898988	0.0016304125	6.3815429509	UP
ENSMUST00000032779	Ctsc	0.4321281573	0.0016328023	50.0527383367	UP
ENSMUST00000054487	Jub	0.5205290083	0.0016328023	5.3147353362	UP
ENSMUST00000054104	Gm9294	0.484536321	0.0016396577	41.384323641	UP
ENSMUST00000062148	Mcts2	-0.8227172715	0.001653202	4.6158690176	DN
ENSMUST00000113117	Brpf1	-0.4238374336	0.0016552115	27.2617160969	DN
ENSMUST00000042167	Pgcp	0.4488544475	0.0016552115	72.9515968064	UP
ENSMUST00000020223	Tcp11l2	0.4525075325	0.0016648241	61.1715481172	UP
ENSMUST00000043961	Abca5	0.4697235664	0.0016987054	7.6336573512	UP
ENSMUST00000090103	Arvcf	-0.5011640858	0.0017050821	5.5496415381	DN
ENSMUST00000159829,ENSMUST00000162057,ENSMUST00000023426	Cldn25	0.4415304732	0.0017167664	49.0379341865	UP
ENSMUST00000165655,ENSMUST00000047322	Rbbp8	-0.4648225494	0.0017228155	18.6295723854	DN
ENSMUST00000049271	4930427A07Rik	-0.4595189444	0.0017301279	16.706005378	DN
ENSMUST00000113083	Art3	0.9425143894	0.0017338901	1.796522859	UP
ENSMUST00000114253	Rbm11	0.5510544325	0.0017390437	5.8054936897	UP
ENSMUST00000034829,ENSMUST00000098660	Thsd4	0.5767874893	0.0017462355	2.6928198868	UP
ENSMUST00000019907	Fbxo5	-0.4615480145	0.0017565017	36.5177580466	DN
ENSMUST00000115511,ENSMUST00000115510	Phf14	-0.4503202671	0.0017570333	17.5455602947	DN
ENSMUST00000042824	Herc1	-0.4224381985	0.0017899721	31.5672232856	DN
ENSMUST00000161737,ENSMUST00000016338	Hsd11b1	-1.1582533424	0.0017899721	1.4082058414	DN
ENSMUST00000009777	G0s2	-1.5918925642	0.0017901462	1.1533888228	DN
ENSMUST00000024826	Tff2	1.149913936	0.0017966624	2.5396825397	UP
ENSMUST00000144742	Cenpa	-0.4851934683	0.0017996297	52.9617117117	DN
ENSMUST00000000505	Mcm7	-0.4620757783	0.0018001949	197.7782444351	DN
ENSMUST00000061143,ENSMUST00000106132	Mtap7d1	-0.449612356	0.0018001949	24.7566043336	DN
ENSMUST00000033721,ENSMUST00000112131	Arhgap6	0.4747827615	0.0018106726	20.6243460063	UP
ENSMUST00000139122	1110003E01Rik	0.4411650455	0.0018263111	89.1462241462	UP
ENSMUST00000093073,ENSMUST00000017622	Zc3h18	-0.417757264	0.0018263111	50.3540290621	DN
ENSMUST00000049343	Pold1	-0.4571296445	0.0018309762	67.8319105093	DN
ENSMUST00000029069	E2f5	0.5167508824	0.0018370046	12.673750718	UP
ENSMUST00000056089	Tmem37	0.6450919356	0.0018411842	8.1428571429	UP
ENSMUST00000107456	Fam174b	0.4527156181	0.0018454411	27.2224299065	UP
	1110046J04Rik	1.5222118916	0.0018569116	1.5090673575	UP
ENSMUST00000113466	Fgd5	0.4961508375	0.0018569116	32.0546233488	UP
ENSMUST00000096356	Csf2rb2	-0.5161754138	0.0018669636	5.1693811075	DN
ENSMUST00000162554	Ttc26	0.5342330089	0.0018860692	4.537845706	UP
	2510003D18Rik	-1.7394124244	0.0019036051	1.1866125761	DN
	AK080292	-0.4634965858	0.0019236948	8.8639760837	DN
ENSMUST00000030768,ENSMUST00000105648,ENSMUST00000159840,ENSMUST00000160884	Kcnab2	-0.4541106657	0.0019282148	51.593625498	DN
ENSMUST00000060807,ENSMUST00000170153	Fam83h	0.6698196635	0.0019298287	1.5339679792	UP
ENSMUST00000000001	Gnai3	0.4207464503	0.0019414206	152.9325421611	UP
ENSMUST00000026624	Tm9sf2	0.4207554203	0.0019422815	126.1461412151	UP
ENSMUST00000098979	5830418K08Rik	-0.4094218979	0.0019522478	17.3236655773	DN
ENSMUST00000031221	Cdc7	-0.4359040087	0.0019522478	27.4304613297	DN
ENSMUST00000075550	Cenph	-0.4973937018	0.0019522478	28.0325203252	DN
ENSMUST00000075299	Ppargc1b	-0.5116484894	0.0019522478	4.6926454446	DN
ENSMUST00000036732	BC016579	-0.715501177	0.0019760471	2.3421774931	DN
ENSMUST00000120222	Zfp946	0.5354456665	0.0019760471	8.8470790378	UP
ENSMUST00000169673,ENSMUST00000096096	Cep55	-0.4802352072	0.0019783891	14.4617052023	DN
ENSMUST00000106227	Azi1	-0.4514249459	0.0019847459	12.8730292793	DN
ENSMUST00000014118	1810033B17Rik	-1.0461667181	0.0019849304	2.2977777778	DN
ENSMUST00000058104	Zfp719	0.4979106624	0.0019973677	7.1727801163	UP
ENSMUST00000036253	Tnrc18	-0.4141361805	0.0019997592	22.8104026846	DN
ENSMUST00000038841	Clvs1	0.4957987958	0.0020013702	7.0983879933	UP
ENSMUST00000021682	Angel1	0.4872476859	0.0020169901	13.2330729167	UP
ENSMUST00000065679	Slamf8	0.6475824498	0.0020554742	3.8230958231	UP
ENSMUST00000049093,ENSMUST00000074519	Txnip	0.4270311844	0.0020627845	1105.6015037594	UP
ENSMUST00000169222,ENSMUST00000165898,ENSMUST00000107532,ENSMUST00000029700	Sema4a	-0.6262566099	0.0020752831	3.8020985136	DN
ENSMUST00000072217	Ggt5	-0.5031631329	0.002087427	8.2424242424	DN
ENSMUST00000001451	Smg5	-0.4274600376	0.002087427	36.2937853107	DN
ENSMUST00000019516	Nrbp2	0.616123307	0.0021033571	7.8925120773	UP
ENSMUST00000040307	Mar 09	0.5939196165	0.0021084862	5.7372116349	UP
ENSMUST00000116371,ENSMUST00000072031	Mprip	-0.4109852592	0.0021095605	54.3162100457	DN
ENSMUST00000030284	Rnf11	0.4304843792	0.0021126922	51.0403945514	UP
ENSMUST00000085571	Pan3	-0.4215546391	0.0021135596	57.3172054676	DN
ENSMUST00000037913	A630055G03Rik	-0.519735255	0.0021146356	9.5424137008	DN
ENSMUST00000061327	Fbxo48	-0.6414544815	0.0021207163	4.0582110743	DN
ENSMUST00000053156,ENSMUST00000168528,ENSMUST00000163504	Ffar2	0.5565573065	0.0021303804	7.1251329316	UP
ENSMUST00000099676	AW112010	0.4302757308	0.0021311152	116.8005181347	UP
ENSMUST00000050323	Rapsn	-0.8558079308	0.0021311152	1.7648883375	DN
ENSMUST00000036860	C1qtnf4	1.0297918346	0.0021597793	1.316947909	UP
ENSMUST00000074248,ENSMUST00000113242	Sh2d3c	-0.446944139	0.0021618267	26.3566948459	DN
ENSMUST00000045154	BC013712	-0.5291551917	0.0021641807	8.302444795	DN
ENSMUST00000059155	Insig1	0.4514818109	0.0022086626	43.7249337874	UP
ENSMUST00000020699	Gatsl3	0.5218170692	0.0022239658	13.2586094867	UP
ENSMUST00000163466	Rpsa-ps4	0.6696357819	0.0022387692	3.6990291262	UP
	Unc13a	0.6578655755	0.0022469136	1.4336238474	UP
ENSMUST00000033617	Btk	-0.444411715	0.0022640497	71.2559618442	DN
ENSMUST00000004986	Mapk13	0.8061073411	0.0022710833	3.2340116279	UP
ENSMUST00000117346	Best1	0.929286857	0.00227432	1.309178744	UP
ENSMUST00000044423	Brip1	-0.4459940762	0.0023072864	8.3277882251	DN
ENSMUST00000034414	4931406C07Rik	0.4520424843	0.0023102308	41.1157859307	UP
ENSMUST00000068063	Tgtp2	0.4397651217	0.0023142316	25.7673179396	UP
ENSMUST00000101486	Xlr3b	0.6607716463	0.0023195761	6.0572139303	UP
ENSMUST00000022998,ENSMUST00000170046	Mtbp	-0.4639848324	0.0023854443	9.5415537489	DN
ENSMUST00000059286,ENSMUST00000089022	Irak2	-0.4978142486	0.0023985138	8.0568645932	DN
ENSMUST00000047664	Arhgef4	-0.5627034273	0.0024215887	5.6157544379	DN
	BC062895	0.7264286193	0.0024215887	1.3847986141	UP
ENSMUST00000074898	Hp	-0.6042707306	0.0024247078	18.3619402985	DN
ENSMUST00000022494	Ebpl	0.4914133561	0.0024314105	14.1244573082	UP
ENSMUST00000008537	Carhsp1	-0.4887108731	0.0024472937	14.8137082601	DN
ENSMUST00000079957	Fcer1g	-0.5519293543	0.0024786013	46.9448698315	DN
ENSMUST00000118723	Rps24-ps3	0.5006248278	0.0024794705	60.5236907731	UP
ENSMUST00000168359,ENSMUST00000163892	4930523C07Rik	-0.5205468438	0.0025048557	5.9840326773	DN
ENSMUST00000027356	Cyp27a1	-0.7215527126	0.0026346474	2.8841041999	DN
	Gm4841	0.5037989175	0.0026390202	12.600493653	UP
ENSMUST00000112150	Gm6790	0.6594369176	0.0026390202	11.0714285714	UP
ENSMUST00000084593	6030445D17Rik	0.8082923909	0.0026398575	2.7214823393	UP
ENSMUST00000026289	Hsd17b10	0.4289487258	0.0026398575	199.2817679558	UP
ENSMUST00000035106	Slc25a38	-0.4895323434	0.0026445451	16.2706480305	DN
ENSMUST00000074043,ENSMUST00000044973	Klf10	0.4314633981	0.0026624276	77.3528444591	UP
ENSMUST00000098068	Palb2	-0.4764578909	0.0026764822	9.1349758972	DN
ENSMUST00000033597	Hmgn5	-0.4312385071	0.0026879782	38.2114676486	DN
	G630025P09Rik	0.522515047	0.0026942234	8.0920219502	UP
ENSMUST00000026896	St8sia2	-0.6719517974	0.0027273742	1.4881728441	DN
ENSMUST00000052686	H2afx	-0.450703659	0.0027504533	116.8593519882	DN
ENSMUST00000095914,ENSMUST00000091672	Dusp22	-0.7611159452	0.002762834	2.1684782609	DN
ENSMUST00000114404,ENSMUST00000064376,ENSMUST00000114407	Arhgap4	-0.4091691178	0.0027752934	59.0193998181	DN
ENSMUST00000023237	Naprt1	0.5023975022	0.0027826976	23.5269046351	UP
ENSMUST00000027777	Parp1	-0.4244217053	0.0027955905	132.2936382755	DN
ENSMUST00000070481	Ppp1r3b	0.4875407466	0.0027955905	15.4766421627	UP
ENSMUST00000045142	Ctnnal1	0.4463494699	0.0027978247	28.0029989095	UP
ENSMUST00000020212	Ccdc41	-0.410027678	0.0028162603	33.569023569	DN
ENSMUST00000052281	E130012A19Rik	0.5272669914	0.0028271895	8.8986689566	UP
ENSMUST00000089155,ENSMUST00000089157	Cenpm	-0.5075300849	0.0028724789	18.7821482602	DN
ENSMUST00000158807,ENSMUST00000043531	Fam65a	-0.4316506587	0.0029470153	109.3590355693	DN
ENSMUST00000026539	1810014F10Rik	0.6557002471	0.0029642407	9.3400621118	UP
ENSMUST00000136348	Bcorl1	-0.4497004873	0.0029933082	12.0139116203	DN
	2700099C18Rik	-0.4758830768	0.0029982806	13.2055335968	DN
ENSMUST00000023225	Grina	0.4495688157	0.0029982806	94.1814946619	UP
ENSMUST00000051757	Slc26a1	-0.6976428679	0.0030033123	1.4596273292	DN
ENSMUST00000026994	Unc5a	0.49623182	0.0030249125	9.2104598282	UP
ENSMUST00000107027,ENSMUST00000042286	Fmnl1	-0.4206728602	0.0030267743	124.382475299	DN
ENSMUST00000004389	Grcc10	0.4353377322	0.0030341983	221.6843971631	UP
ENSMUST00000034015	Sc4mol	0.4385514414	0.0030341983	29.1309130913	UP
ENSMUST00000080824,ENSMUST00000071857,ENSMUST00000169854,ENSMUST00000164304	Sipa1	-0.4117483692	0.0030341983	50.0337662338	DN
ENSMUST00000051809	Myct1	0.4098055031	0.0030699951	127.754954955	UP
ENSMUST00000052602	C77080	-0.4694786794	0.0030773383	9.2837837838	DN
ENSMUST00000074734,ENSMUST00000051386	Vill	0.4816245953	0.0030992379	25.0949913644	UP
ENSMUST00000074262	Calcrl	0.4058934912	0.0031113645	50.8546918026	UP
ENSMUST00000130418	Aldh1l1	0.4291717363	0.0031523891	25.1617118589	UP
ENSMUST00000034742	Ccnb2	-0.4556133641	0.0031559657	70.7865535248	DN
ENSMUST00000059078	Fam43a	0.4522708444	0.0031641148	36.5988939493	UP
ENSMUST00000167723,ENSMUST00000108044	Il18r1	-0.5350905363	0.003167252	3.1044244076	DN
ENSMUST00000078816	9130023H24Rik	0.4873497795	0.0031998279	11.6033519553	UP
ENSMUST00000036865	Fanci	-0.4524230552	0.0032116092	16.0063304955	DN
ENSMUST00000114701	Pi16	-0.9883305136	0.0032120761	1.2801608579	DN
ENSMUST00000088658	Mybl1	-0.5752443102	0.0032168899	2.5507900677	DN
ENSMUST00000051025	Tmem102	0.5598166601	0.0032168899	7.8158844765	UP
ENSMUST00000041029	Smad6	-0.5684090818	0.0033088029	3.451297607	DN
ENSMUST00000175549,ENSMUST00000038913	Cnot3	-0.4143771774	0.0033146873	44.0060851927	DN
ENSMUST00000171032	Slc16a11	-0.9588396888	0.003320913	1.233580811	DN
ENSMUST00000038211	Slfn9	-0.4063773808	0.0033250382	31.3684757206	DN
ENSMUST00000022137,ENSMUST00000163163	Marveld2	0.4888655643	0.0033259502	12.1481481481	UP
ENSMUST00000114015,ENSMUST00000114017	Mtap2	0.6909462369	0.0033306317	1.0245231608	UP
ENSMUST00000167049,ENSMUST00000166508,ENSMUST00000101080	Serpina3f	-0.4523929712	0.0033468194	152.8122743682	DN
ENSMUST00000163340	BC042727	1.0036433999	0.003391856	1.0393646409	UP
ENSMUST00000099678	Fjx1	0.7828197254	0.0034054837	1.7704039571	UP
	Flnb	-0.4166170525	0.0034054837	9.4223946785	DN
ENSMUST00000000926	Vpreb3	-1.6795531435	0.0034410747	1.125	DN
ENSMUST00000024779	Usp49	-0.4381035011	0.0034411209	9.7039827772	DN
ENSMUST00000080932	Fes	-0.4327121945	0.0034491476	37.7506379876	DN
ENSMUST00000101531	Mcf2	-0.6230658771	0.0034491476	2.323767066	DN
ENSMUST00000093380	Podnl1	0.6202347611	0.0034491476	5.4710144928	UP
ENSMUST00000030791	Smarcd3	0.6332863013	0.0034491476	6.3551401869	UP
ENSMUST00000112512	Golga3	-0.4166903185	0.0034950427	19.4846651367	DN
ENSMUST00000020099	Cdk1	-0.4463015862	0.0035017152	41.3061009818	DN
ENSMUST00000117173,ENSMUST00000088468	Clec4a3	-1.2131688959	0.003518525	1.3492063492	DN
ENSMUST00000034285	Cotl1	-0.48263914	0.0035297644	81.373088685	DN
	Pign	0.4279032674	0.0035433663	33.624369997	UP
	St3gal1	0.4441828184	0.0035705629	170.3255411255	UP
	AK050164	-0.9890469364	0.0035778976	1.1606597434	DN
ENSMUST00000053266	Mcm3	-0.4365410342	0.0036065515	182.1488323458	DN
ENSMUST00000002011	Esam	0.4357850024	0.0036376035	122.5879805089	UP
ENSMUST00000066279	Sh3bp4	-0.7915708968	0.0036386912	1.6730297246	DN
ENSMUST00000030469	1520402A15Rik	0.5707023392	0.0036438495	12.1859649123	UP
ENSMUST00000106302,ENSMUST00000017276,ENSMUST00000106305	Cyth1	-0.4420727773	0.0036475841	23.6897821418	DN
ENSMUST00000100370	1700001L05Rik	-0.5038261045	0.0036525589	3.3963993999	DN
ENSMUST00000117146	Ube2w	0.4052623574	0.0036547318	20	UP
ENSMUST00000109769,ENSMUST00000039318	Cdc14b	0.4908346928	0.0036605755	5.4842756775	UP
ENSMUST00000020909	Laptm4a	0.4037832732	0.0036605755	232.8864278982	UP
ENSMUST00000109266,ENSMUST00000170272	Zmynd8	-0.4027731065	0.0036659817	37.1896655619	DN
	5033406O09Rik	0.486504113	0.0036770057	40.060834299	UP
ENSMUST00000026661	Tk1	-0.4339520942	0.0036770057	73.3480176211	DN
ENSMUST00000067625	Glrp1	-0.6647549661	0.0036849155	2.7277379734	DN
ENSMUST00000108661	Chd3	-0.3863451685	0.0036917409	39.7429830287	DN
ENSMUST00000062315	Tlr6	0.5377024459	0.0036917409	5.0596612779	UP
ENSMUST00000060162	Cmtm4	0.4259220158	0.0037152529	14.632505176	UP
ENSMUST00000131422	Dna2	-0.4296332385	0.0037327629	22.6969031943	DN
ENSMUST00000113756,ENSMUST00000028128,ENSMUST00000113759,ENSMUST00000113767,ENSMUST00000113755	Odf2	-0.3994395395	0.003742738	35.9222096956	DN
	Slfn10-ps	-0.4483288441	0.0037944437	8.4239908388	DN
ENSMUST00000009058	Abcb1b	0.4256552092	0.0037946846	32.0064874884	UP
ENSMUST00000106949,ENSMUST00000106943	Trpc2	-0.4562738825	0.0037946846	8.0688587086	DN
ENSMUST00000103064	Pitpnc1	-0.4285454107	0.0037977499	46.2223974763	DN
ENSMUST00000020271	Srgn	0.3866392463	0.0037977499	976.1443850267	UP
ENSMUST00000057029	Zfp13	0.8688314565	0.0037977499	1.3314580403	UP
ENSMUST00000170296,ENSMUST00000136026	Syce2	-0.4880688943	0.003807611	36.7141812865	DN
ENSMUST00000017637	Igfbp4	-0.4547724217	0.0038511075	140.5043646945	DN
ENSMUST00000037248	Hirip3	-0.3994130302	0.0038716278	47.9532747604	DN
ENSMUST00000093969	Myo19	-0.4687179594	0.0038716278	4.0292382662	DN
ENSMUST00000025081	Zeb1	-0.4401669193	0.0038811026	23.5477750949	DN
ENSMUST00000028257	Gca	0.4767237411	0.0039045266	12.1417682927	UP
ENSMUST00000144568	A430035B10Rik	0.7547210511	0.0039208575	2.3655635988	UP
ENSMUST00000047936	Cmklr1	0.8989549384	0.003953187	1.0028149191	UP
ENSMUST00000028527	Kif18a	-0.4613421337	0.0039734643	10.9012235154	DN
ENSMUST00000072835	Ccdc112	0.4716048968	0.0040415218	26.7090648513	UP
ENSMUST00000025580	Ms4a6b	-0.5555028212	0.0040613399	18.056547619	DN
ENSMUST00000040667	Zfp300	0.6745725699	0.0040613399	1.285192349	UP
ENSMUST00000073228,ENSMUST00000109858,ENSMUST00000109861	2310046K01Rik	0.5310438234	0.0040621382	4.2010869565	UP
ENSMUST00000168890,ENSMUST00000171533,ENSMUST00000051087	D0H4S114	0.6926846381	0.0040656885	2.0215311005	UP
ENSMUST00000151189	Tmed7	0.3942952841	0.0040878819	72.1919396927	UP
ENSMUST00000021715	Xrcc3	-0.4358309914	0.0041081361	16.0294117647	DN
	Mdn1	-0.3848102967	0.0042257627	27.9501036008	DN
ENSMUST00000028944	Acss1	-0.4225113236	0.0042342715	23.5349162011	DN
ENSMUST00000102923	Aebp1	0.5545444418	0.0042404084	3.2857497517	UP
ENSMUST00000140975	Cenpo	-0.4648489198	0.0042404084	12.3443265683	DN
ENSMUST00000089378	Pdxp	-0.4662287916	0.0042404084	11.5882941471	DN
ENSMUST00000069330,ENSMUST00000115315,ENSMUST00000165735	Acp5	-0.7167374111	0.0042410169	3.0733374767	DN
ENSMUST00000169513,ENSMUST00000164822	Rcbtb2	0.4238766213	0.004253898	51.2854910133	UP
ENSMUST00000036572	Tmem51	0.8221619971	0.0042665225	1.8198824158	UP
ENSMUST00000118917,ENSMUST00000067620	Chdh	-0.6260918766	0.0042737345	1.3875191294	DN
ENSMUST00000113306	B3gnt7	-0.6265832271	0.0042751957	3.2028538373	DN
ENSMUST00000021607	Lgmn	0.5925289394	0.0042870045	3.7338709677	UP
ENSMUST00000004780	Arid3b	-0.4631132597	0.0042896318	6.5983064303	DN
ENSMUST00000089651	Dok1	0.4509243626	0.0042988734	46.5111111111	UP
ENSMUST00000111714,ENSMUST00000090732,ENSMUST00000028487	Tfpi	0.4406660951	0.0043078545	30.0026532237	UP
ENSMUST00000039267	Chd7	0.5215887781	0.0043150865	5.1238702818	UP
ENSMUST00000016168	Lbp	0.4381851451	0.0043494362	33.1494023904	UP
ENSMUST00000073339	Pgrmc1	0.4044228167	0.0043494362	141.4632152589	UP
ENSMUST00000110237,ENSMUST00000110238,ENSMUST00000037232,ENSMUST00000149745,ENSMUST00000128570	Rreb1	-0.39262108	0.0043494362	18.9802293106	DN
ENSMUST00000045291	Mll3	-0.3808755828	0.0043526158	28.1794045701	DN
ENSMUST00000038973	Gnptg	0.4805289199	0.0043716019	33.7694194603	UP
ENSMUST00000140448,ENSMUST00000126977,ENSMUST00000025079	Svil	-0.3936426152	0.0043728608	26.1828393558	DN
ENSMUST00000023119	Vdr	0.4404579913	0.0043823002	30.4247237569	UP
ENSMUST00000019991	Tube1	-0.4963072504	0.0044136032	6.8786424409	DN
	Paxip1	-0.4131386425	0.0044151183	24.3870454997	DN
ENSMUST00000025293	Ndfip1	0.4059948976	0.0044182792	128.5414424112	UP
ENSMUST00000055131	Usp48	-0.4032051286	0.0044313702	60.9487583071	DN
ENSMUST00000070166	Gramd3	-0.4998775167	0.0044454332	5.9610189116	DN
ENSMUST00000093336	2610318N02Rik	-0.5378302676	0.004463253	7.6470588235	DN
ENSMUST00000163667,ENSMUST00000023074	Parvg	-0.4438422235	0.004463253	111.7566118656	DN
ENSMUST00000020991,ENSMUST00000111186	Dnmt3a	-0.3914319954	0.0044730034	28.2046194546	DN
ENSMUST00000074582,ENSMUST00000029676	Adam15	-0.4456953341	0.0044900981	24.2886041807	DN
ENSMUST00000171631,ENSMUST00000005601	Il27ra	0.438889887	0.0044914213	51.8948562784	UP
ENSMUST00000155390	9530082P21Rik	0.4612049789	0.0045204454	27.4200696423	UP
ENSMUST00000052437	Lrrc25	-1.034139286	0.0045383635	1.811023622	DN
ENSMUST00000016670	Dyrk3	0.4483448832	0.0045602782	26.3847269212	UP
ENSMUST00000023994	Serping1	-0.613878572	0.0046030166	3.6092715232	DN
ENSMUST00000046916	Ckap2	-0.4190292118	0.0046208438	28.5609567901	DN
ENSMUST00000049308	Itpr3	-0.3920557928	0.0046234296	11.9183833408	DN
ENSMUST00000065668	Nrgn	0.4206414893	0.0046234296	225.624515128	UP
ENSMUST00000102977	Hist1h4i	-0.6335104296	0.0046460335	15.3731343284	DN
ENSMUST00000166247,ENSMUST00000164733,ENSMUST00000101429	Tmem176b	0.4076366109	0.0046758245	293.4632352941	UP
ENSMUST00000054002	Socs3	0.4576765596	0.0046955184	14.0558412932	UP
ENSMUST00000048138	S100a13	0.4284903291	0.0047198209	70.8579465541	UP
ENSMUST00000161796,ENSMUST00000162246	Hmgn3	0.438313119	0.0047311483	58.7569060773	UP
ENSMUST00000098782	Layn	-0.4791851296	0.004777193	10.840832396	DN
ENSMUST00000087623	Adamts10	-0.372416727	0.0047841003	42.4029666255	DN
ENSMUST00000146358,ENSMUST00000135211	Tle2	-0.3791176511	0.0047992089	23.4146735617	DN
ENSMUST00000113027,ENSMUST00000113026	Rnf128	0.7066514189	0.0048026618	1.3831405965	UP
ENSMUST00000043598	Tlcd2	0.4433294016	0.0048032579	25.8854625551	UP
ENSMUST00000131374	Rps15a	0.3776187451	0.0048046008	239.6471046988	UP
ENSMUST00000109579,ENSMUST00000149582	Mkl1	-0.4047676772	0.0048147655	31.8508046977	DN
	Traf5	-0.5381595856	0.0048375091	5.4342552159	DN
ENSMUST00000095333	Usp44	0.5587846432	0.0048507428	2.2202531646	UP
	Gm10560	0.7727186968	0.0048602175	5.6607142857	UP
ENSMUST00000114268,ENSMUST00000163779	Snca	-0.7845197959	0.0048865099	2.4175824176	DN
ENSMUST00000018429	Pld2	0.5051779602	0.0049129226	9.0452860169	UP
ENSMUST00000099166,ENSMUST00000075748	Ddx4	-0.7604627361	0.0049493507	1.3371064733	DN
