Reanalysed, two affy_ctrls_lines deleted						
ID	Gene.symbol	logFC	adj.P.Val	P.Value	t	Gene.title
1418022_at	Naa15	1.0329305694	0.0304527754	0.0014078872	13.9995734813	N(alpha)-acetyltransferase 15, NatA auxiliary subunit
1419255_at	Sptbn1	-3.0768176311	0.0305167399	0.0014121894	-13.983439639	spectrin beta, non-erythrocytic 1
1438206_a_at	Sys1	-2.0059892321	0.030552124	0.0014158204	-13.9698748437	SYS1 Golgi-localized integral membrane protein homolog (S. cerevisiae)
1450688_at	Rgl2	-2.0096072474	0.030552124	0.0014186799	-13.9592260722	ral guanine nucleotide dissociation stimulator-like 2
1436357_at	Gm10374	-2.9121270013	0.030552124	0.0014187381	-13.9590095642	predicted gene 10374
1450186_s_at	Gnas	0.5463443475	0.030552124	0.0014203653	13.9529632596	GNAS (guanine nucleotide binding protein, alpha stimulating) complex locus
1438832_x_at	Dhx30	-1.671833928	0.030552124	0.0014251051	-13.9354048165	DEAH (Asp-Glu-Ala-His) box polypeptide 30
1440831_at	Bach1	1.1835023338	0.030552124	0.0014254616	13.9340874349	BTB and CNC homology 1, basic leucine zipper transcription factor 1
1427013_at	Car9	-1.1206889868	0.030552124	0.0014257267	-13.9331080971	carbonic anhydrase 9
1423021_s_at	Jak3///Insl3	-1.2242883286	0.030552124	0.001426459	-13.9304040823	Janus kinase 3///insulin-like 3
1450992_a_at	Meis1	1.0143660525	0.030552124	0.0014268501	13.928960745	Meis homeobox 1
1416484_at	Ttc3	2.6120424456	0.030552124	0.0014280454	13.9245529956	tetratricopeptide repeat domain 3
1423517_at	Cct6a	1.4018243239	0.030552124	0.0014307993	13.914416787	chaperonin containing Tcp1, subunit 6a (zeta)
1422554_at	Ndnl2	2.310086897	0.030552124	0.00143188	13.9104461592	necdin-like 2
1417315_at	Gripap1	-1.7131117093	0.030552124	0.001433324	-13.9051475755	GRIP1 associated protein 1
1455578_x_at	Rpl41	-1.2387910288	0.030552124	0.0014337021	-13.9037611631	ribosomal protein L41
1416785_at	Kcnip1	0.2144787388	0.030552124	0.0014340243	13.9025802006	Kv channel-interacting protein 1
1424884_at	Fbxw2	0.612021525	0.0305678412	0.0014380979	13.8876814621	F-box and WD-40 domain protein 2
1452691_at	Rbm17	0.7437726052	0.0305678412	0.0014386838	13.8855432705	RNA binding motif protein 17
1416410_at	Pafah1b3	-1.9051538089	0.0305678412	0.0014388036	-13.8851062001	platelet-activating factor acetylhydrolase, isoform 1b, subunit 3
1416592_at	Glrx	1.8244407295	0.030578299	0.0014419532	13.8736343873	glutaredoxin
1448787_at	Gm20604///Moap1	1.5824025576	0.030578299	0.0014419912	13.8734960781	predicted gene 20604///modulator of apoptosis 1
1427466_at	Pigu	-0.2061217124	0.0306342641	0.0014474146	-13.8538227642	phosphatidylinositol glycan anchor biosynthesis, class U
1448421_s_at	Aspn	-0.2723751652	0.0306342641	0.0014480508	-13.8515216319	asporin
1451974_at	Osbpl2	0.7664539266	0.0306342641	0.0014492367	13.8472356384	oxysterol binding protein-like 2
1429527_a_at	Plscr1	1.2626020463	0.0306342641	0.0014506283	13.8422127547	phospholipid scramblase 1
1420479_a_at	Nap1l1	3.8390111355	0.0306342641	0.0014544767	13.8283559458	nucleosome assembly protein 1-like 1
1437379_x_at	Trap1	-0.7958743755	0.0306342641	0.0014545077	-13.8282447046	TNF receptor-associated protein 1
1449444_a_at	LOC102643023///Mfap1b///Mfap1a	0.5143953571	0.0306342641	0.0014558104	13.8235653651	uncharacterized LOC102643023///microfibrillar-associated protein 1B///microfibrillar-associated protein 1A
1449111_a_at	Grb2	0.9421280834	0.0306342641	0.001457512	13.8174623207	growth factor receptor bound protein 2
1450905_at	Plxnc1	1.2019561023	0.0306342641	0.001457936	13.8159430571	plexin C1
1450012_x_at	Ywhag	1.7832002775	0.0306342641	0.0014595018	13.8103377981	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, gamma polypeptide
1418788_at	Tek	1.6620927273	0.0306342641	0.0014609428	13.8051866841	endothelial-specific receptor tyrosine kinase
1424867_a_at	Glyat	-0.2868286058	0.0306342641	0.0014623805	-13.8000539256	glycine-N-acyltransferase
1439102_at	Bptf	-3.1816138899	0.0306342641	0.0014655573	-13.7887374768	bromodomain PHD finger transcription factor
1455741_a_at	Ece1	-1.8291703725	0.0306342641	0.0014664275	-13.785643544	endothelin converting enzyme 1
1426789_s_at	Ssrp1	-0.8467880923	0.0306342641	0.0014681239	-13.7796192324	structure specific recognition protein 1
1421127_at	Tmem42	-0.5117903348	0.0306342641	0.0014683767	-13.7787223084	transmembrane protein 42
1426694_at	9030624J02Rik	-0.5375906516	0.0306342641	0.0014692057	-13.7757825044	RIKEN cDNA 9030624J02 gene
1448399_at	Tax1bp1	1.8201658715	0.0306342641	0.0014718921	13.7662714065	Tax1 (human T cell leukemia virus type I) binding protein 1
1426607_at	Gm7120	2.7445369616	0.0306342641	0.0014737073	13.7598582892	predicted gene 7120
1416083_at	Zfand5	1.0850564475	0.0306342641	0.0014747114	13.7563154046	zinc finger, AN1-type domain 5
1421356_at	Tex9	-1.7867160215	0.0306342641	0.0014767424	-13.7491593062	testis expressed gene 9
1421854_at	Fgl2	-0.2369338598	0.0306342641	0.0014784518	-13.7431468438	fibrinogen-like protein 2
1417729_at	Myh6	-0.2722068647	0.0306342641	0.001479284	-13.7402230993	myosin, heavy polypeptide 6, cardiac muscle, alpha
1417224_a_at	Cd2bp2	-0.4744087883	0.0306342641	0.001479846	-13.7382501913	CD2 antigen (cytoplasmic tail) binding protein 2
1428380_at	Atraid	-1.1275162989	0.0306342641	0.0014806239	-13.7355205154	all-trans retinoic acid induced differentiation factor
1419072_at	Gstm7	1.0023854975	0.0306342641	0.001481955	13.7308548107	glutathione S-transferase, mu 7
1420493_a_at	Pcyt2	-2.6748452874	0.0306342641	0.0014841399	-13.7232085084	phosphate cytidylyltransferase 2, ethanolamine
1452069_a_at	Thap7	-2.0330079264	0.0306342641	0.001484167	-13.7231135795	THAP domain containing 7
1425565_at	Rest	2.0480487559	0.0306342641	0.0014847964	13.7209139866	RE1-silencing transcription factor
1416992_at	Mfng	-0.9694429186	0.0306342641	0.0014851915	-13.7195336535	MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase
1436364_x_at	Nfix	-1.5031333386	0.0306342641	0.0014865458	-13.7148065067	nuclear factor I/X
1422788_at	Slc43a3	-1.7604443849	0.0306342641	0.00148914	-13.7057677547	solute carrier family 43, member 3
1438760_x_at	Adam15	-0.3931135346	0.0306342641	0.0014891844	-13.7056134845	a disintegrin and metallopeptidase domain 15 (metargidin)
1424632_a_at	Rev3l	-1.2027392099	0.0306630863	0.0014919369	-13.6960472635	REV3 like, DNA directed polymerase zeta catalytic subunit
1434851_s_at	Crb3	-0.7826857094	0.0307502112	0.0014975312	-13.6766784856	crumbs family member 3
1416730_at	Rcl1	1.2020996396	0.0307812308	0.0015010163	13.6646625317	RNA terminal phosphate cyclase-like 1
1435446_a_at	Chpt1	1.3747956249	0.0307812308	0.0015017757	13.6620491386	choline phosphotransferase 1
1417057_a_at	Lamp3///Ppid	1.2265605588	0.0307812308	0.0015031117	13.6574563722	lysosomal-associated membrane protein 3///peptidylprolyl isomerase D (cyclophilin D)
1427933_at	Vps33b	-0.9862204625	0.0307854958	0.001504942	-13.6511730169	vacuolar protein sorting 33B
1425348_a_at	Srprb	1.0270168151	0.0307854958	0.0015090515	13.6371034588	signal recognition particle receptor, B subunit
1439367_x_at	Arf4	0.49528703	0.0307854958	0.0015095382	13.6354404966	ADP-ribosylation factor 4
1422453_at	Prpf8	-1.1807781443	0.0307854958	0.0015099553	-13.6340161834	pre-mRNA processing factor 8
1436495_s_at	Zfp260	-1.0702844381	0.0307854958	0.0015101039	-13.6335089245	zinc finger protein 260
1419859_at		-0.217458841	0.0307940659	0.0015134611	-13.6220647404	
1428645_at	Gnai3	1.4512007313	0.0307940659	0.0015166411	13.6112566833	guanine nucleotide binding protein (G protein), alpha inhibiting 3
1437666_x_at	Ubc	-1.241799885	0.0307940659	0.0015171985	-13.6093654553	ubiquitin C
1424496_at	Idnk	-1.3058832565	0.0307940659	0.0015173661	-13.6087970046	idnK gluconokinase homolog (E. coli)
1435856_x_at	Smarcb1	-0.8561772181	0.0307940659	0.0015180126	-13.6066047915	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1
1450908_at	Eif4e	2.1471382971	0.0307940659	0.0015196624	13.6010166767	eukaryotic translation initiation factor 4E
1426301_at	Alcam	2.3367244625	0.0307940659	0.0015200244	13.5997916723	activated leukocyte cell adhesion molecule
1423923_a_at	Wrap73	-1.1187517905	0.0308137776	0.0015265012	-13.5779409258	WD repeat containing, antisense to Trp73
1427438_at	Pip4k2b	-0.2056433274	0.0308137776	0.0015267375	-13.5771460634	phosphatidylinositol-5-phosphate 4-kinase, type II, beta
1424426_at	Mtap	3.1309260103	0.0308137776	0.0015274516	13.5747451696	methylthioadenosine phosphorylase
1434975_x_at	Pisd-ps3	-0.8000448963	0.0308137776	0.0015275429	-13.5744386066	phosphatidylserine decarboxylase, pseudogene 3
1450156_a_at	Hmmr	1.6198312588	0.0308137776	0.0015277876	13.5736162988	hyaluronan mediated motility receptor (RHAMM)
1424929_a_at	Trim26	-0.5077659576	0.0308788044	0.0015324726	-13.5579076111	tripartite motif-containing 26
1416271_at	Perp	2.8773810273	0.0308788044	0.0015337335	13.5536910974	PERP, TP53 apoptosis effector
1424948_x_at	LOC101056305///H2-K1///H2-D1	1.444346345	0.0309004101	0.0015361685	13.5455617624	H-2 class I histocompatibility antigen, K-D alpha chain///histocompatibility 2, K1, K region///histocompatibility 2, D region locus 1
1434962_x_at	Ccl27a	-1.9316109563	0.0309111919	0.0015392946	-13.5351507554	chemokine (C-C motif) ligand 27A
1418058_at	Adgrl4	1.5412150163	0.0309111919	0.0015395265	13.5343795796	adhesion G protein-coupled receptor L4
1453796_a_at	Ergic2	2.484497748	0.0309111919	0.0015418199	13.5267619948	ERGIC and golgi 2
1456663_x_at	Tm2d2	-0.5927823437	0.0309111919	0.0015421538	-13.5256543272	TM2 domain containing 2
1419812_s_at	Coa3	-1.546066327	0.0309861393	0.0015472585	-13.5087591327	cytochrome C oxidase assembly factor 3
1437621_x_at	Phgdh	-1.5144966125	0.0310445584	0.0015522741	-13.492233327	3-phosphoglycerate dehydrogenase
1416067_at	Ifrd1	2.3040390921	0.0310445584	0.001552912	13.4901365809	interferon-related developmental regulator 1
1418005_at	Sdhb	-2.8441857411	0.0311951286	0.0015619679	-13.4604992271	succinate dehydrogenase complex, subunit B, iron sulfur (Ip)
1451226_at	Pex6	-2.6170154613	0.0311951286	0.0015634318	-13.4557304011	peroxisomal biogenesis factor 6
1415796_at	Gm2444///Dazap2	0.9219801175	0.0311951286	0.0015645965	13.4519406282	predicted gene 2444///DAZ associated protein 2
1421198_at	Itgav	1.8914957069	0.0311951286	0.0015660378	13.4472561599	integrin alpha V
1460705_at	Rps6kb1	0.9656455532	0.0311951286	0.0015673181	13.4431002057	ribosomal protein S6 kinase, polypeptide 1
1438180_x_at	Hax1	-1.2742873638	0.0313159712	0.0015753949	-13.4169872059	HCLS1 associated X-1
1416773_at	Wee1	0.8866326769	0.0313159712	0.0015761498	13.4145558659	WEE 1 homolog 1 (S. pombe)
1450756_s_at	Cul3	1.3748791145	0.0314522782	0.0015843964	13.3880999018	cullin 3
1424343_a_at	Eif1a	2.1144393463	0.0314870552	0.001587536	13.3780772715	eukaryotic translation initiation factor 1A
1434545_x_at	Bola2	-1.7402135751	0.0315686392	0.0015930406	-13.360569871	bolA-like 2 (E. coli)
1451931_x_at	H2-K1	0.75351981	0.0316256158	0.0015981923	13.34426	histocompatibility 2, K1, K region
1434340_at	Uqcr10	-1.6892710663	0.0316256158	0.0015994889	-13.3401664053	ubiquinol-cytochrome c reductase, complex III subunit X
1427981_a_at	Csad	-1.7336879831	0.0316256158	0.0016000973	-13.3382472547	cysteine sulfinic acid decarboxylase
1455955_s_at	Snx17	-0.9479061325	0.0316791597	0.0016042025	-13.3253229216	sorting nexin 17
1419125_at	Ptpn18	-1.9164470493	0.0317124354	0.001608509	-13.3118133464	protein tyrosine phosphatase, non-receptor type 18
1454943_a_at	Paxip1	-1.3335000774	0.0317124354	0.0016111394	-13.3035862923	PAX interacting (with transcription-activation domain) protein 1
1438940_x_at	Hmgn1	0.8555867863	0.0317124354	0.0016118182	13.3014663023	high mobility group nucleosomal binding domain 1
1454021_a_at	Exosc10	-2.215957715	0.0317124354	0.0016136779	-13.295664119	exosome component 10
1423879_at	D030056L22Rik	0.8582599788	0.0317124354	0.0016143056	13.2937075625	RIKEN cDNA D030056L22 gene
1434538_x_at	Eif2b2	-1.113504668	0.0317124354	0.0016144849	-13.293149055	eukaryotic translation initiation factor 2B, subunit 2 beta
1431293_a_at	Cldnd1	0.9323453584	0.0317124354	0.0016157699	13.2891481405	claudin domain containing 1
1448811_at	Mrpl2	-1.20260037	0.0317124354	0.0016182625	-13.2813992796	mitochondrial ribosomal protein L2
1428116_a_at	Dynlt1a///Dynlt1c///Dynlt1f///Dynlt1b	-1.813948645	0.0317124354	0.0016184663	-13.280766457	dynein light chain Tctex-type 1A///dynein light chain Tctex-type 1C///dynein light chain Tctex-type 1F///dynein light chain Tctex-type 1B
1420886_a_at	Xbp1	1.779477825	0.0317194631	0.0016202229	13.2753164476	X-box binding protein 1
1452231_x_at	Mndal	-2.3551778075	0.0317215436	0.0016223505	-13.2687262116	myeloid nuclear differentiation antigen like
1418074_at	St6galnac4	1.2262993703	0.0317215436	0.0016252579	13.2597396936	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 4
1416902_a_at	Cox5b	-2.8613083551	0.0317215436	0.0016262037	-13.2568211297	cytochrome c oxidase subunit Vb
1452607_at	Vma21	1.6476635519	0.0317215436	0.0016266665	13.2553937212	VMA21 vacuolar H+-ATPase homolog (S. cerevisiae)
1434553_at	Tmem56	3.630023083	0.0317215436	0.0016273194	13.2533812464	transmembrane protein 56
1423717_at	Ak3	1.4093297915	0.0317477833	0.0016300647	13.2449306534	adenylate kinase 3
1427146_at	Carns1	-1.7898071229	0.0317725223	0.0016335738	-13.2341571767	carnosine synthase 1
1431832_x_at	Exosc10	-2.9151207505	0.0317725223	0.00163518	-13.2292363973	exosome component 10
1438390_s_at	Pttg1	-0.6708784712	0.0317725223	0.0016355357	-13.2281475364	pituitary tumor-transforming gene 1
1417266_at	Ccl6	2.9931954923	0.0317959236	0.0016395533	13.2158719723	chemokine (C-C motif) ligand 6
1454675_at	Thra	0.6409344244	0.0317959236	0.0016396883	13.2154605054	thyroid hormone receptor alpha
1427136_s_at	Srek1	-2.6501957991	0.0317959236	0.0016423107	-13.2074709263	splicing regulatory glutamine/lysine-rich protein 1
1448380_at	Lgals3bp	2.766424561	0.0317959236	0.0016424172	13.2071466217	lectin, galactoside-binding, soluble, 3 binding protein
1420612_s_at	Ptp4a2	3.096515058	0.0317959236	0.0016461712	13.1957409857	protein tyrosine phosphatase 4a2
1460342_s_at	Mprip	-1.5688833281	0.0317959236	0.0016462783	-13.1954160608	myosin phosphatase Rho interacting protein
1426353_at	Stat6	-1.2576018549	0.0317959236	0.0016465496	-13.1945933675	signal transducer and activator of transcription 6
1422562_at	Rrad	-3.047645358	0.0318122741	0.0016487983	-13.1877802247	Ras-related associated with diabetes
1448187_at	Pold1	-1.0232687596	0.0318192006	0.0016505597	-13.1824526823	polymerase (DNA directed), delta 1, catalytic subunit
1439405_x_at	Cntd1	-0.4466077925	0.0318537592	0.0016540869	-13.1718073219	cyclin N-terminal domain containing 1
1427109_at	Tmem259	-1.8437038148	0.0318537592	0.0016565112	-13.164508372	transmembrane protein 259
1418031_at	Myo9b	-1.7630868726	0.0318537592	0.0016565639	-13.1643498936	myosin IXb
1420635_a_at	Tcirg1	-1.7752796334	0.0318660327	0.0016586066	-13.1582116552	T cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 protein A3
1421075_s_at	Cyp7b1	0.5112331483	0.0318967825	0.0016616129	13.149196712	cytochrome P450, family 7, subfamily b, polypeptide 1
1424617_at	Ifi35	-1.6900967046	0.0319033499	0.0016633611	-13.1439647218	interferon-induced protein 35
1423248_at	Nktr	-1.8923652921	0.0319231009	0.0016657978	-13.1366846356	natural killer tumor recognition sequence
1416782_s_at	Praf2	-0.528662763	0.032077779	0.0016752829	-13.1084843963	PRA1 domain family 2
1448439_at	Mydgf	0.6930241305	0.0321021071	0.0016791244	13.0971253342	myeloid derived growth factor
1453287_at	Ankrd33b	-1.7302501063	0.0321021071	0.001679383	-13.0963616938	ankyrin repeat domain 33B
1416580_a_at	Stub1	-1.1239396213	0.0321545094	0.0016835415	-13.0841079309	STIP1 homology and U-Box containing protein 1
1454696_at	Gnb1	1.4170526828	0.0321674151	0.0016885131	13.0695124806	guanine nucleotide binding protein (G protein), beta 1
1416458_at	Arf2	1.9657220941	0.0321674151	0.0016890214	13.0680235806	ADP-ribosylation factor 2
1452715_at	Haus5	-1.5745723349	0.0321674151	0.0016906164	-13.0633553511	HAUS augmin-like complex, subunit 5
1428346_at	Trafd1	-0.7574324034	0.0321674151	0.0016914163	-13.0610166777	TRAF type zinc finger domain containing 1
1423513_at	Uhrf1bp1l	1.8301759238	0.0321674151	0.0016943229	13.0525306591	UHRF1 (ICBP90) binding protein 1-like
1426690_a_at	Srebf1	-3.5798651638	0.0321674151	0.0016945232	-13.0519466473	sterol regulatory element binding transcription factor 1
1426210_x_at	Parp3	-1.110954769	0.0321674151	0.0016951304	-13.0501767462	poly (ADP-ribose) polymerase family, member 3
1420872_at	Gucy1b3	2.5874153409	0.0321674151	0.0016965958	13.0459088619	guanylate cyclase 1, soluble, beta 3
1447953_at	Egfl8	-1.4806258495	0.0321674151	0.0016969765	-13.0448009079	EGF-like domain 8
1418823_at	Arf6	3.7382798378	0.0322099507	0.00170064	13.0341563296	ADP-ribosylation factor 6
1423741_at	Gm15455///Rbm10	-0.7949032604	0.0322842867	0.0017066701	-13.0167036061	predicted gene 15455///RNA binding motif protein 10
1460432_a_at	Eif3e	1.09060257	0.0322842867	0.0017074105	13.0145665444	eukaryotic translation initiation factor 3, subunit E
1433576_at	Mat2a	-0.8661298339	0.0322962851	0.0017094684	-13.0086332049	methionine adenosyltransferase II, alpha
1418366_at	Hist2h2aa2	-1.7216669605	0.0324210823	0.0017186873	-12.9821733134	histone cluster 2, H2aa2
1426356_at	Coa5	1.1171572436	0.0324210823	0.0017189318	12.9814742093	cytochrome C oxidase assembly factor 5
1416836_at	Lrp10	-0.2231081146	0.032421379	0.001721602	-12.9738480194	low-density lipoprotein receptor-related protein 10
1416509_at	Tm9sf3	1.083026095	0.032421379	0.0017218053	12.9732680294	transmembrane 9 superfamily member 3
1424765_at	Eps15l1	1.3914004515	0.0325350789	0.0017312873	12.9463215182	epidermal growth factor receptor pathway substrate 15-like 1
1434901_at	Zbtb2	0.3589490274	0.0325350789	0.001731871	12.9446693635	zinc finger and BTB domain containing 2
1455006_at	Gm29733///Cox14	-1.5058657549	0.0325350789	0.0017321452	-12.9438934155	predicted gene, 29733///cytochrome c oxidase assembly protein 14
1426485_at	Ubxn4	1.5440047584	0.0325798167	0.0017359629	12.9331084798	UBX domain protein 4
1448848_at	Tor1b	-1.3967436413	0.0327878142	0.0017501375	-12.8933474929	torsin family 1, member B
1420548_a_at	Knop1	-0.6625085356	0.0327878142	0.001750723	-12.8917147294	lysine rich nucleolar protein 1
1423220_at	Eif4e	1.8320826149	0.0327878142	0.0017513808	12.889881021	eukaryotic translation initiation factor 4E
1423716_s_at	Atp5d	-1.9975922129	0.032805115	0.0017537508	-12.8832826046	ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit
1451645_at	Fbrs	-1.4661840696	0.0328207732	0.0017560343	-12.8769361794	fibrosin
1419741_at	Supt16	-0.8026593465	0.0328240367	0.0017576556	-12.8724373296	suppressor of Ty 16
1425503_at	Gcnt2	1.1898548446	0.0328460701	0.0017614861	12.8618302	glucosaminyl (N-acetyl) transferase 2, I-branching enzyme
1425201_a_at	Hyi	-1.4801480479	0.0328460701	0.0017617306	-12.8611543675	hydroxypyruvate isomerase (putative)
1428144_at	Lrwd1	-1.7469317576	0.032880619	0.0017667513	-12.847302047	leucine-rich repeats and WD repeat domain containing 1
1449037_at	Crem	1.8103129975	0.032880619	0.0017678714	12.8442191279	cAMP responsive element modulator
1420046_s_at	Maf1	-0.8015566937	0.032880619	0.0017692829	-12.8403378894	MAF1 homolog, negative regulator of RNA polymerase III
1415754_at	Polr2f	-3.2680494073	0.032880619	0.0017698341	-12.8388232899	polymerase (RNA) II (DNA directed) polypeptide F
1434518_at	Phka2	-2.7138778024	0.032880619	0.0017708293	-12.8360904465	phosphorylase kinase alpha 2
1426380_at	Eif4b	1.1030833825	0.032881827	0.0017723435	12.8319363357	eukaryotic translation initiation factor 4B
1422912_at	Bmp4	2.459911811	0.0328852796	0.0017739789	12.8274552081	bone morphogenetic protein 4
1420913_at	Slco2a1	0.771820016	0.0329068858	0.0017765948	12.8202995033	solute carrier organic anion transporter family, member 2a1
1449988_at	Gimap1	0.874523158	0.0329193035	0.0017791902	12.8132137544	GTPase, IMAP family member 1
1426895_at	Zfp24	0.7895509949	0.0329193035	0.0017807503	12.808961303	zinc finger protein 24
1452913_at	Pcp4l1	3.3942233349	0.0329193035	0.0017849128	12.7976405872	Purkinje cell protein 4-like 1
1423943_at	Dus1l	-1.5014655004	0.0329193035	0.0017852439	-12.796741627	dihydrouridine synthase 1-like (S. cerevisiae)
1434320_at	Gtf3c4	-0.5052357616	0.0329193035	0.0017852579	-12.7967035934	general transcription factor IIIC, polypeptide 4
1422836_at	Mbnl3	0.4399402734	0.0329193035	0.0017859701	12.7947707105	muscleblind-like 3 (Drosophila)
1424113_at	Lamb1	-0.2476926953	0.0329235172	0.0017876498	-12.7902165406	laminin B1
1420141_at	AA517023	-0.3067477822	0.0330428603	0.001795586	-12.7687769833	expressed sequence AA517023
1449162_at	Pop7	-3.1823122749	0.0330447985	0.0017971477	-12.764573397	processing of precursor 7, ribonuclease P family, (S. cerevisiae)
1438761_a_at	Odc1	1.4449520338	0.0330864611	0.0018013704	12.7532322331	ornithine decarboxylase, structural 1
1448182_a_at	Cd24a	0.39307425	0.0330864611	0.001804286	12.7454226648	CD24a antigen
1424887_at	Klhdc4	-1.078417357	0.0330864611	0.0018051685	-12.7430624462	kelch domain containing 4
1438817_at	Dna2	-3.6943711673	0.0330864611	0.0018052463	-12.7428543666	DNA replication helicase/nuclease 2
1419839_x_at	Prpf19	0.3187392587	0.0332021514	0.0018130218	12.7221269457	pre-mRNA processing factor 19
1450017_at	Ccng1	1.2251205884	0.0333027691	0.0018199839	12.7036711337	cyclin G1
1435353_a_at	Pisd-ps1///Pisd-ps3	-2.1233137255	0.0333559895	0.0018249605	-12.6905375489	phosphatidylserine decarboxylase, pseudogene 1///phosphatidylserine decarboxylase, pseudogene 3
1448126_at	Fam60a	2.1266005604	0.0333559895	0.0018261876	12.6873066482	family with sequence similarity 60, member A
1416066_at	Cd9	2.2237115403	0.0333559895	0.0018273026	12.6843737014	CD9 antigen
1438969_x_at	Dhx30	-1.912587	0.0333564784	0.0018287994	-12.6804398587	DEAH (Asp-Glu-Ala-His) box polypeptide 30
1438650_x_at	Gja1	1.5455180533	0.033374232	0.0018314616	12.6734545678	gap junction protein, alpha 1
1435178_x_at	Anapc5	-0.9973297275	0.033374232	0.0018327145	-12.6701716559	anaphase-promoting complex subunit 5
1451177_at	Dnajb4	1.4689726918	0.0334793883	0.0018399646	12.6512358955	DnaJ heat shock protein family (Hsp40) member B4
1435634_at	Pcmtd1	2.2831699564	0.0335117328	0.0018432192	12.6427688819	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1
1420360_at	Dkk1	-0.1990549996	0.0337606754	0.0018583995	-12.6035443987	dickkopf WNT signaling pathway inhibitor 1
1426831_at	Ahcyl1	4.8070316001	0.0337849769	0.0018612261	12.5962889207	S-adenosylhomocysteine hydrolase-like 1
1437145_s_at	Cysrt1	-0.7675780931	0.0338115965	0.0018641828	-12.5887160256	cysteine rich tail 1
1419091_a_at	Anxa2	-0.8728777674	0.0338422693	0.0018674743	-12.5803046705	annexin A2
1450117_at	Tcf7l1	-0.7798847897	0.0338422693	0.0018688569	-12.5767775376	transcription factor 7 like 1 (T cell specific, HMG box)
1428710_at	Rit1	0.4303074058	0.0338477918	0.0018706536	12.5721993151	Ras-like without CAAX 1
1452584_at	Smdt1	-1.1507923146	0.0338930042	0.0018751548	-12.5607563124	single-pass membrane protein with aspartate rich tail 1
1438503_x_at	Gm11964///Edf1	-1.5620410674	0.0338930042	0.0018761399	-12.5582570082	predicted gene 11964///endothelial differentiation-related factor 1
1434138_at	Prune	1.5504803276	0.033917247	0.001880269	12.5478002652	prune exopolyphosphatase
1450355_a_at	Capg	-1.4407017789	0.033917247	0.0018804714	-12.5472884005	capping protein (actin filament), gelsolin-like
1448529_at	Thbd	1.7804019404	0.0339537076	0.00188437	12.5374458374	thrombomodulin
1427249_x_at	Mup3	-0.3101260226	0.0339537076	0.0018854857	-12.5346340543	major urinary protein 3
1456497_x_at	Rps10	-0.5941063037	0.0339720776	0.0018885997	-12.5267988027	ribosomal protein S10
1417912_at	Emc6	-0.6287325792	0.0339720776	0.0018895003	-12.5245358957	ER membrane protein complex subunit 6
1424880_at	Trib1	1.713939945	0.0340710884	0.0018999401	12.4984128016	tribbles pseudokinase 1
1452055_at	Ctdsp1	-0.7351925477	0.0340710884	0.001900404	-12.4972565726	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 1
1428942_at	Mt2	3.0408304649	0.0340710884	0.0019027148	12.491502737	metallothionein 2
1449372_at	Dnajc3	1.8420809635	0.0340710884	0.001904958	12.4859263331	DnaJ heat shock protein family (Hsp40) member C3
1455269_a_at	Coro1a	-2.2035861774	0.0340710884	0.0019071646	-12.4804499525	coronin, actin binding protein 1A
1426460_a_at	Ugp2	3.5020157316	0.0340710884	0.0019076031	12.4793625163	UDP-glucose pyrophosphorylase 2
1424138_at	Rhbdf1	-1.4516016774	0.0340710884	0.0019076372	-12.4792780452	rhomboid 5 homolog 1
1433459_x_at	Prss2	-0.1911526561	0.0340710884	0.0019078868	-12.478659277	protease, serine 2
1423798_a_at	Gm5471///Eif1	0.8711201788	0.0340710884	0.0019087375	12.4765514733	predicted pseudogene 5471///eukaryotic translation initiation factor 1
1457849_at		-3.1790576574	0.0340710884	0.0019100231	-12.4733682074	
1427069_at	Fbxo28	-0.7090312101	0.0341058551	0.0019134753	-12.4648352104	F-box protein 28
1437844_x_at	LOC102641618///Cog1	-1.5210852094	0.0341525371	0.0019179747	-12.4537451464	conserved oligomeric Golgi complex subunit 1-like///component of oligomeric golgi complex 1
1417660_s_at	Vps29	-1.6471588138	0.0341525371	0.0019191047	-12.4509655635	VPS29 retromer complex component
1448189_a_at	Flii	-1.5187252716	0.034171922	0.0019217	-12.4445900224	flightless I actin binding protein
1420699_at	Clec7a	2.7851892988	0.0342097715	0.0019261968	12.433571063	C-type lectin domain family 7, member a
1418501_a_at	Oxr1	1.27846194	0.0342097715	0.0019277667	12.4297325275	oxidation resistance 1
1439421_x_at	Gm6917///Gm6901///Cbx3-ps5///Cbx3	0.3447550226	0.0342097715	0.0019285932	12.4277135659	predicted gene 6917///predicted gene 6901///chromobox 3, pseudogene 5///chromobox 3
1420967_at	Slc25a15	1.3662624536	0.0342097715	0.0019298593	12.42462267	solute carrier family 25 (mitochondrial carrier ornithine transporter), member 15
