Genes,Bersenev, Chambers, Flach, Norddahl, Wahlestedt, Grover, Kirshner, Kowalczyk, Mann, Lazare, Maryanovich, Sun
Tax1bp1,0.153947707,0.446309911,0.316457363,0.220433281,0.250482402,0,0,0,0,0.001602047,0.346189097,0.129203331
Zfand5,0.384564671,0.934753435,0.362494225,0.5099175,0.221557983,0.00516861,0.115550707,0,0,0,0,0
Gstm7,0.672259346,0.514533617,-0.104613655,0.078311655,0.239259846,0.001206057,0,2.22E-07,0,0.689989854,1.030148923,0.931635042
Slc43a3,-0.114308699,-1.760444385,0.212734589,-0.310320461,-0.280830929,0,0,1.48E-16,0,-0.171882002,-0.032828451,-0.30499959
Adam15,-0.157154174,-0.096598203,0.28617469,-0.132911929,-0.062895366,4.34E-08,0,0,0,-0.27166975,-0.442662229,-0.482327409
Gnai3,0.141725269,1.368858269,0.238529303,0.417819726,0.233550247,0.385297409,0,0,0,0.174421221,0.333970157,0.645357697
Alcam,1.004363251,2.587378234,1.303714399,1.387509488,1.392516249,0.000230956,0,0,0.318726046,1.238246498,1.206320306,1.453882655
Hmmr,-0.227593395,0.461680789,-0.249548923,-0.888460415,-0.515309043,0,0,0,0,-0.471193815,0.298989749,-0.581058059
Perp,0.628088894,2.877381027,-0.134212077,1.611722307,1.786278608,0,0,0,0,0.481725375,1.36681369,1.708391003
Adgrl4,0.354746025,1.338098449,0.564033689,0.586240785,0.638313426,0,0,0,0,0,0,0
Phgdh,0.190543529,-1.422736216,-0.008799291,-0.584990218,-0.526194852,0,0.013330216,0.000479487,-0.408335131,-0.535329782,-0.250965484,-0.438544026
Ifrd1,0.224041083,2.304039092,-0.139102183,0.961424455,0.10059942,0,0,0,0,0,0,0
Sdhb,0.022299656,-2.844185741,-0.79394351,-0.52727677,-0.213799045,0,0.234475169,0,0,0.088009007,0.112921638,-0.059345032
Wee1,-0.084611445,0.444514406,-0.06202548,-0.49453688,-0.340866248,5.52E-05,0,0,0,-0.347329728,-0.823271691,-0.217550954
Paxip1,-0.094769267,-1.301631019,0.04578112,-0.437885016,-0.308585956,0,0.541151383,0,0,-0.2262529,-0.798819366,-0.488427531
Cldnd1,0.153892563,0.550680097,0.217830035,0.606365543,0.187218581,0,0,0,0,0.427035939,0.274052532,0.624356307
Vma21,0,2.528468222,0.019921925,0.024637451,0.066725865,0,0,0,0,0.248036128,0.043910585,0.552004041
Ccl6,-0.149031568,2.265087651,0.04015278,-0.392645469,0.60604877,0,0,0,0,0.707238691,-1.108742316,1.462553283
Lgals3bp,0.378687675,2.766424561,-0.004412088,0.575348179,0.295095325,0.021311776,0.029243092,0,0,0.305388334,0.428251843,0.502414522
Pold1,-0.387072938,-1.333250743,-0.109653143,-0.603744236,-0.513679274,0,0,0,-0.38972502,-0.52707356,-0.025752947,-0.577753795
Arf2,0.263784849,0.477962907,0.504498057,0.373929485,0.416565222,0.007321385,0,0,0,0.346002708,0.367237842,0.483658863
Mat2a,-0.109518264,-0.743086827,0.02841576,0.077276457,-0.03622475,0.123442252,0.107771146,2.29E-06,0,-0.178909988,-0.028423004,-0.047817289
Lrwd1,-0.054328335,-2.036441145,0,-0.295175316,-0.345810086,0,0,0,0,-0.134164033,0.072128178,-0.413109896
Bmp4,1.335240309,2.459911811,0.936468841,1.977421275,2.059278637,0,0,0,0,0,0,0
Pcp4l1,0.444340748,3.394223335,-0.127268385,-0.426147132,-0.351936612,0,0,0,0,-0.073973408,0.61994344,0.325487746
Cd24a,0.086737832,0.42677855,-0.010698279,0.522023038,0.285356548,0,0,0,0,0.34800865,0.124800131,0.609393408
Dna2,-0.405481257,-2.504871718,-0.424315901,-0.570740737,-0.17811706,0,0,0,0,-0.472293781,-0.135187063,-0.467600716
Ccng1,0.152286079,0.237823323,0.139331626,0.354225928,0.132368063,0,0.472803272,0,0,0.084006119,0.33266487,0.493862242
Dnajb4,0.464804072,1.63790971,-0.076652801,0.076302175,0.181281384,0,0.021126948,0,0,-0.109950219,0.526621947,0.642392263
Pcmtd1,0.084354816,0.967899594,0.611633083,0.248750164,0.104106602,0,0.282936349,0,0,0.06482189,-0.112604233,0.427415705
Anxa2,-0.286784327,-0.343661636,-1.000599445,-0.499042051,-0.38269618,0,0,6.04E-12,0,-0.226416603,-0.710140156,0.066818035
Thbd,0.695239105,1.78040194,0.092720795,0.960383479,1.254365321,0.598946146,0,0,0,0.496425931,1.499342195,0.843667042
Rhbdf1,-0.162567685,-1.451601677,0.181012566,0.15987163,-0.126831154,0,0.061772868,0,0,-0.016683461,-0.924534803,-0.375298224
Clec7a,-0.058107004,2.785189299,-0.045280181,1.091915513,1.487162981,0,0,0,0,0.778402738,-0.020208299,1.148784482
Oxr1,0.651170278,1.819511953,0.311379706,1.324111423,1.210012099,7.27E-06,0.057220691,5.57E-09,0.373990938,0,0,0
Ube2g1,0.001646351,1.057222007,-0.250701051,0.123363517,0.011142723,0.003945908,0.694285655,0,0,0.178924148,0.25955664,0.549066736
Epcam,0.350338642,3.086309518,-0.523246043,1.583739467,0.675394064,0,0,0,0,0,0,0
Tlr3,0.238809188,-0.135902474,-0.140236331,0.24717204,0.036410745,0,0,0,0,0.081857586,1.058087468,0.371032604
Pim2,0.735446761,1.914832121,0.115480463,1.405528017,0.98899793,0,0.005138964,0.04268619,0.279514103,0,0,0
Gstm1,0.307444181,0.802691706,0.368579538,0.406194578,0.337681165,1.65E-06,0,0,0.266880695,0.35718877,0.530122754,0.684383755
Sppl2b,-0.075799291,-0.710405557,0.144137297,-0.242282229,-0.06376559,0,0,0,0,-0.07775991,0.181406004,-0.472884321
Lamp2,0.269489249,1.324549981,0.252065322,0.654877325,0.643569333,0,0,0.002259583,0,0.381616267,0.613592727,0.988843605
Dnmt3b,-0.406665617,-0.666036015,-0.034674515,-1.058307391,-0.672667194,0,0.215559021,0,0,-0.378313355,-0.755917626,-0.58120562
Ptpmt1,-0.080778893,-0.881517396,-0.299184879,-0.168355765,-0.10693858,0,0,3.33E-10,0,-0.087345231,-0.083804364,0.232918425
Cntn1,0.470374074,1.514015655,0.210421358,0.832463637,0.82619381,0,0,0,0,0.380256706,9.558266967,3.083557381
Atp13a2,-0.052688717,-0.833238349,0.135151704,-0.31629923,-0.368563374,0,0.561529221,0,-0.448002248,-0.353442977,-1.083851838,-0.546565617
Ddx3x,0.184100772,1.133862624,0.04954061,0.481831227,0.160119192,0.236772593,0,0,0,-0.074594321,-0.077532237,0.307691157
Etl4,-0.018216128,0.970468406,0.252009915,0.149352854,0.111812028,0,0,0,0,0,0,0
Cftr,0.014676966,-0.325935618,-0.047638052,0.336882579,-0.036608873,0,0,0,0,-0.215204151,0.987114424,0.813703197
Rap1b,0.24018335,1.043628603,0.162671139,0.404240454,0.209522213,0.005130076,0.130685945,0,0,-0.049108968,-0.530072932,0.585170327
Itga3,0.269844199,0.610124909,0.150543349,0.03230953,-0.010826592,0,0,0,0,0.46754133,0.023921063,0.864616342
Slc12a4,0.057720925,-0.613584671,-0.106631426,-0.185824418,0.007463477,0,0,0,0,-0.218765095,-0.410230113,-0.767792956
Lyz2,-0.171381189,0.604190224,-0.633138103,-0.415237596,0.020366335,0,0,0.010067181,0,-0.014234287,-0.514001084,0.389042567
Vamp2,-0.285232261,-0.52873125,0,0.030986372,-0.016991993,0,0,0,0,0.176529281,-0.620157374,-0.174976218
Crtap,0.371903386,1.720492691,-0.471818919,-0.05790408,0.122168911,0.000910039,0,0,0,0.494199814,-1.006454346,0.21335642
Igf1r,7.65E-05,0.113021763,0.388144988,-0.015421409,-0.075151835,0.106854363,0,0,0,0.065769283,-0.855026734,-0.02095092
Prkci,-0.056685076,0.371397445,0.174518378,0.095571114,-0.113368505,0,0,0,0,-0.154772665,-0.883237397,0.214208893
Cd47,-0.198542931,-0.644278701,-0.057541267,-0.402276742,-0.286065532,0,0,5.98E-11,0,0,0,0
Rab27b,0.10937794,1.460841402,0.015898272,0.489558444,0.364649746,0,0,0,0,0.270745296,0.677572225,0.640932601
Hmga2,-0.362227493,-2.095156793,-0.063658268,-1.21692073,-1.159017682,0.039044277,1.04E-05,0,0,-0.151772355,-0.507802014,-0.184719312
Cmas,0.179982308,0.247717959,0.045481435,0.261361807,0.054178162,0.032273586,0,0,0,0.036308804,-0.909801719,0.212490048
Gns,0.13573923,1.161972202,-0.053364899,0.374959064,0.298251242,0.191969757,0,0,0,0.286337682,-0.768097163,0.275291717
Mrps15,-0.221978432,-1.306910543,-0.35784035,-0.453297192,-0.367189997,0,0,0,0,-0.215654842,-0.020797616,-0.125359614
Trem3,-0.077801162,0.236279874,-0.245401946,-1.082696418,0.268079913,0,0,0,0,-0.56635652,-3.315064413,0.71549912
Eid1,0.166852682,1.083582735,0.023320779,-0.052796267,-0.036381138,0.011771094,0,0,0,0.00519465,0.054859019,0.708124972
Hsd11b1,-0.345772497,0.718161007,-0.071690303,-0.481632778,-0.134242913,0,0,0,0,1.017916086,-3.091573594,-0.09033161
Rbbp9,-0.149065641,0.670073521,-0.154395356,0.437964738,0.2808971,0,8.97E-07,0,0,0.169126033,0.165751243,0.325318686
Hsp90aa1,-0.008375686,1.112842709,0.180460922,-0.134754303,-0.114275494,0,0,0,0,0.068526105,0.361932251,-0.049497122
Zbtb7a,-0.09272713,1.905266962,-0.2226827,-0.379894353,-0.158574461,0.02013222,0,0,0,-0.037365852,-0.123545834,-0.261416496
C4a,0.111262347,0,0.058705119,0,0,0,0,0,0,-0.018511078,0,-0.214776984
Plod2,0.505304503,1.180901635,-0.237839999,0.004276299,0.119016944,0,0,0,0,-0.028803831,0.394252982,0.47147766
Gdi2,-0.033075853,0.527356284,-0.37209004,0.202073349,0.020481171,0,0,0,0,0,0,0
Ptgs2,0.852078048,2.703153997,0.462414516,0.723354587,0.737631179,8.48E-05,5.43E-05,0,0,-0.119790924,0.818336063,3.200265948
Btg2,1.33721235,-0.910653904,0.680178203,-0.043010033,1.248885004,4.48E-12,3.43E-08,8.32E-14,0,-0.221205974,0.231992401,0.68993483
Gm5963,-0.036542524,0,0,0,0,0,0,0,0,0.022817339,0.585041805,0.907595616
Erlec1,0.017924876,0.516229602,-0.049271259,0.462659421,0.067763897,0,0,0,0,0.255785596,0.207973074,0.428095512
Pard6b,0.429643829,0.522234297,0.028162278,0.343920792,0.374197819,0,0,0,0,0.334288481,-0.312303807,0.576194783
Tpd52,0.26440212,0.675162614,-0.495756703,0.214819473,0.23504332,0,0,0,0,0.107195432,0.119171878,0.576935429
Eif5b,-0.031767938,1.427547615,0.607040594,-0.220646588,-0.081647858,0,0,0,0,0.100228529,0.388919714,-0.179810822
Tram1,0.176230978,1.419770085,0.101811431,-0.042156793,-0.044801491,0,0,0,0,0.015328795,0.194951115,0.563255001
Laptm4a,0.28575851,1.84526413,0.215189796,0.428808141,0.228929507,0,0,0,0,0.221516179,0.341758956,0.491859682
Scarb1,-0.105249294,-0.155767406,-0.145356522,-0.459947215,-0.360483378,0.001372427,0,0,0,0.161477583,0.055698167,-0.226051004
Olfm1,0.044103627,-0.072953721,0.038357306,-0.008684127,0.188006955,0,0,0,0,0.651693149,-0.791331077,0.934683457
Ms4a4c,-0.125799577,2.953662023,-0.502006579,-0.674815862,-1.063978309,0,0,0,0,0.371839298,-7.341704835,2.820105469
Uap1,-0.266157122,0.395389459,-0.229882415,-0.383147597,-0.317204803,0,0,0,0,-0.452111385,-0.440908684,-0.334631851
Zbtb20,-0.070902693,-1.774356338,1.041493465,0.451673642,0.289880619,0,0,0,0,0.174493018,-0.641366625,0.027616912
Marcksl1,-0.326595749,0.851752798,-0.195884522,-0.651216391,-0.584360114,0,0,0,0,0.099626701,-0.436423347,-0.397933831
Dcun1d1,-0.012355468,1.108438109,0.352133441,0.338528814,0.161916178,0,0,0,0,0.254214318,0.000936983,0.393386012
Ctss,-0.698550648,1.482509043,-1.489829335,-1.793884127,-0.256000064,0,0,0,0,0.023304342,-0.916415367,0.055476085
Pomgnt1,0.011026961,-1.397400451,-0.207735407,-0.113052788,-0.091677925,0,0,0,0,0.077295972,-0.847494817,-0.10503166
Ppt1,0.203115606,0.353290045,-0.111160334,0.213609178,0.125297616,0,0,0,0,0.246006792,0.245626432,0.370424007
Usp1,-0.13511467,0.558469696,-0.398761081,-0.419211501,-0.382228853,0,0,0,0,-0.457194068,-1.026841169,-0.178836852
Fbxo22,0.34327175,-0.220598663,0.191923526,0.076581779,0.262274117,0,0,0,0,0.356835955,0.455731888,0.386772344
Acsl4,0.131563983,1.078892332,0.174566365,0.70791267,0.536290725,0,0,0,0,0.299862028,0.426694785,0.497032033
Spic,-0.017630211,-0.07194774,-0.284019991,-0.387871173,-0.280667408,0.000200975,0,0,0,0.556579591,-0.660287917,-0.669261521
Muc13,0.265872262,1.35127571,0.592644506,0.65854237,0.387326761,0.000596935,0.003115539,0,0,0.519299283,0.465289483,0.31386198
S1pr1,0.334177432,2.504282801,0.220531708,0.467160016,0.19175124,0.046249076,0,0,0,0.453251924,0.682905054,0.891581058
Hnmt,0.36674614,0.99372275,-0.105330801,0.29736451,0.32421565,0.001459682,0.543752575,0,0,0.125392936,0.330817128,0.636054454
Cyb561,0.035103728,3.045017638,0.294456981,1.753067135,1.6392377,0,0,0,0,-0.297966783,2.696787815,1.045329845
Mylk,0.05264491,1.252421079,0.24490009,0.585718583,0.579403144,0.001090778,0,0,0,0,0,0
Rpl5,0,0,-0.126549259,0,0,0,0,1.67E-07,0.261851715,0.099409604,0.099288374,0.395897864
Trib2,0.54172771,1.674528634,-0.076695921,0.524439556,0.329284324,0.029532955,0,0,0.326384798,0,0,0
Rnf25,-0.050548862,-1.588376204,-0.266447402,-0.114984102,-0.119849583,0,0,4.35E-07,0,-0.303083497,0.168905003,-0.100034583
Fam117b,0.089699241,1.353783879,-0.040353354,0.157533511,0.20929068,0,0,0,0,-0.038877065,-0.126482155,0.443668404
Slfn4,0.073719316,3.808642331,0.125455291,-0.228073951,0.252489931,0,0,0,0,0.080203452,0,-1.15832244
Xk,0.099557289,0.806652366,0.324536954,0.142524731,0.197109676,0.084117516,0,0,0,-0.144784193,-0.260738289,0.457910675
Msh6,-0.106218193,0.615637166,-0.256838993,-0.495669142,-0.287538789,4.07E-06,0.642665774,0,-0.272672869,0,0,0
Ppp3r1,0.159331673,0.987773438,-0.034094054,0.302454336,0.033516939,0,0,0,0,0.057041515,-0.211102754,0.527305425
Dnajc2,-0.138927246,0.452275341,0.188786629,-0.341047202,0.009984083,0.001775339,0.89035687,0,0,-0.234335224,-0.088856564,-0.209934817
Dnmt1,-0.282902576,-0.648544147,0.042873789,-0.814284097,-0.422390343,0.011387663,0,0.024915475,-0.390109727,-0.213353679,0.0037688,-0.639324663
Blm,-0.211082812,-1.448130245,-0.414571574,-0.675734452,-0.400854507,0,0,0,0,-0.140266521,-0.124833039,-0.505448659
Rnf11,0.287941737,0.964333087,0.138461969,0.167272426,0.28379056,0,0,0,0,0.116448408,-1.000981805,0.632227823
Pnn,-0.185478537,0.696003122,0.330211242,-0.554585099,-0.238999939,0,0,0,0,-0.372660283,0.151439944,-0.419476781
Rras,-0.312312686,-1.606455324,-0.276184943,-0.069448271,-0.118794778,0,0,0,0,0.250115647,-0.880661075,0.057233531
Arglu1,-0.206906179,-1.584785747,0.347411369,-0.064676348,-0.011200676,2.92E-07,0,0,0.259029799,0.14926743,0.298976823,-0.167747545
Gpcpd1,0.107111972,1.248543092,0.115555776,0.235112075,0.072064544,0,0,0,0,0.453208366,0.014479229,0.08372261
Srsf10,-0.011428889,1.084694909,-0.046693865,-0.306138633,-0.055547643,0.088383831,0,0,0,-0.12293166,0.363481915,0.045074177
Eif3j2,0.095486326,0,0,0,0,0,0,0,0,-0.296455071,0.24490417,-0.034612318
Homer2,0.239578532,2.057194117,0.230972822,0.280814426,0.264899784,0,0,0,0,0.234068144,2.532272605,1.082309819
Smarcd2,-0.032736723,-0.185776191,-0.136404864,-0.096237273,-0.092540613,0,0,0,0,0.048922911,-0.863714225,-0.066575662
Exoc8,0.033572989,0.58922304,0.277863809,0.105475941,-0.090074572,0.000136936,0,0,0.336207479,-0.000815194,-1.073632275,-0.023071061
Erdr1,0,-1.973481744,0,0.217527174,-0.915754704,1.22E-22,2.91E-12,0,0,0,0,0
Clca1,0.094187929,-0.023766018,0.175596302,-0.03803009,-0.039858949,2.14E-11,0,1.36E-34,0.59808435,-0.538071682,0,0
Asf1b,-0.25058849,0.181492602,0.087000543,-1.164278358,-0.453906241,8.09E-11,0,0,0,-0.02201669,0.113427083,-0.340770384
Tmem181b-ps,0,0,0,0,0,4.65E-09,0,4.81E-08,-0.481236012,0,0.161441081,-0.310327098
Gadd45g,0.792092756,0.518188007,0.033240545,2.675483476,2.260622149,1.40E-08,0.001416719,1.81E-09,0.308281882,0.354484765,2.285996758,1.19793698
Socs2,-1.762956444,-1.366727122,-1.078730953,-0.475433341,-0.899030799,1.41E-08,0.007571007,0,0,-0.193250511,-1.825417255,-1.488764232
Slc16a7,-0.306930505,0.142275408,-0.431513076,-0.562192509,-0.788297877,1.59E-08,0,0,0,-0.325410666,-0.369083975,-0.26832333
Il6st,0.193999252,0.302142004,0.129820876,0.500507777,0.532831736,3.28E-08,0,0,-0.260764994,0.234868786,0.00420617,0.490580627
Actb,-0.060744592,0.319496306,0.152102146,-0.093304996,-0.024858865,4.59E-08,0,1.20E-14,0,0.043044676,0.020659156,0.059174768
Art4,0.650583792,-0.681597797,0.379007189,1.557193956,0.755167325,8.23E-08,0.019723126,0.001321263,0.392672309,0.23743205,0.70811015,0.827680572
Il18bp,0.277274424,0.213130812,0.499084981,0.596101873,0.461370437,6.60E-07,0.000397947,5.53E-09,0,0.286218988,0.607444991,0.64771592
Ier2,0.919548191,-0.23644903,-0.188136891,0.761448668,0.53188656,9.22E-07,0.004248458,3.99E-06,0,0,0,0
Cyp26b1,0.498444266,0,-0.052691234,2.265528822,1.399397006,1.17E-06,0,0,0.294584379,1.338519777,1.623154593,1.721317053
Prim1,-0.12925967,-0.941828969,-0.62057291,-1.180354911,-0.619390853,1.20E-06,0.000987365,1.50E-13,0,-0.365730391,-0.061995578,-0.455412867
Mlec,-0.378293215,-2.358964172,-0.395788213,-0.568044911,-0.41245647,1.50E-06,0,0,0,-0.525100006,-0.526664628,-0.396530365
Tuba8,0.298124242,0.012074819,0.327147053,-0.341898305,0.011102742,2.06E-06,0,0,0,-0.377369928,0.801909283,-0.261370759
Exoc6b,0.580242687,0,0.441092348,0.565817826,0.285581321,2.19E-06,0.031761998,0,0.621685462,0.840166537,0.353992205,1.056127484
Mcm5,-0.284051213,0.372836146,-0.57949596,-0.859654707,-0.580250376,2.58E-06,0,9.20E-08,-0.476421803,-0.54450667,-0.08704299,-0.553044662
Tgm2,0.801473546,0.39200896,0.322766549,0.925219379,0.562991036,3.54E-06,0,5.52E-11,0.750888721,0.622952744,0.941823014,0.781257343
Fos,1.66026387,0.830104209,-0.077816966,0.210457694,0.107456148,0.006568527,6.94E-13,1.12E-22,0,0.29278153,0.106186,1.901712275
Itgb2,0.181237,1.031101915,-0.578912208,-0.688374919,0.006498245,0,5.02E-08,2.91E-12,0,0.202572396,-0.264833451,-0.107279513
Lst1,-0.723026063,-1.988662437,-0.544426505,-0.897355095,-1.099944775,5.46E-06,5.99E-07,5.06E-05,0,-0.734594912,-1.387258631,-0.682790716
Klf2,0.137684864,0.536348483,0.082592564,0.40389202,0.104055552,0,7.79E-07,0,0,0.814728878,-1.095102381,2.065979898
Gimap4,-0.045560408,0.584807339,-0.560880051,0.07529835,0.268875751,0,3.63E-06,0,0,0.277630517,-1.194682015,0.624042044
mt-Rnr1,0,0,0,0,0,0,0,5.00E-23,0,0.274739954,0.400430318,0.564216321
Pole,-0.328649789,-2.362772548,-0.497660884,-0.380517182,-0.48498203,0,0,2.65E-22,0,-0.387705814,-0.425137981,-0.629949031
Dtl,-0.595865259,-0.077262041,-0.558048283,-0.83319811,-0.424134275,0.008617031,0,6.28E-22,-0.281403525,-0.822555936,0.01473614,-0.525252126
Cdk5rap1,0.233089709,-0.775261934,-0.139521386,-0.978275715,-1.251658361,0,0,1.89E-20,0,-0.34311558,0.068976475,0.000170783
Mamdc2,-0.604522878,0,-1.117226371,-0.811970395,-0.814999793,0,0,1.01E-19,-0.313698879,0,0,0
Prtn3,1.027579941,0.788938644,0.070630372,1.308002621,0.840102205,0.000760908,0.00012003,5.05E-19,0.677969771,0.67593274,0.827183736,0.991070389
Gnb4,-0.055759746,-0.95328065,-0.164351568,-0.626635709,-0.273888883,0,0.156274126,5.27E-19,-0.39200346,-0.328473037,-0.167524599,-0.232994333
Lig1,-0.424235966,-0.192046026,-0.460103577,-0.982761681,-0.686434107,0.007815127,0,6.71E-17,0,-0.680159558,0.017901275,-0.620339086
Plac8,-1.061716529,-0.939935451,-1.629781916,-2.514917011,-2.03394901,0.00013468,0,1.55E-15,-0.309549846,0.480378685,-2.211173832,0.369734351
Plk2,1.850419184,0.648792784,0.088367846,1.323271374,0.683250305,0,0.433638243,9.52E-15,0.6309124,0,0,0
H2-D1,0.264869286,0.383356678,0,0.113777637,0.10464816,9.26E-05,0,1.30E-14,0.302884584,0,0,0
Camkk1,0.362884446,-0.283894646,0.148677109,1.058461933,0.626171358,0,0,1.74E-12,0,0.516437126,0.524876915,0.678146578
Rorc,1.198431365,0.007021604,0.31925343,1.04594649,0.846440957,0,0,5.71E-12,0.565022466,0.795545386,2.006912109,1.646343555
Gpx3,0.900961687,0.022248154,0,0.500895441,0.267690379,0,0,5.71E-12,0.287881877,1.045238352,1.9022427,1.014272636
Trf,-0.322513052,0,-0.036920088,0,0,0,0,6.04E-12,-0.299479713,0.023483209,-0.491883559,-0.587443595
Gmnn,0.039827154,-1.202692694,-1.093650705,-1.019463966,-0.407757559,0,0,1.25E-11,0,-0.165561249,0.166510473,-0.444633158
Ms4a6b,-0.752699552,-0.196867205,-0.881590339,-0.993741301,-1.179661556,0,0,1.25E-11,0,-0.181011921,-1.007770453,-0.408489367
Nmral1,-0.212904109,0,-0.060901289,-0.494533266,-0.355474187,0.000367733,0,2.58E-11,0,-0.37695165,-0.124586397,-0.388490882
Nrg4,1.269433936,0.227622563,0.741633329,1.715551624,1.735148415,0,0,3.33E-11,0,0.698717246,1.266814504,1.330876765
Rad52,-0.107917406,-1.471041232,-0.193191069,-0.352004596,-0.11323257,0,0,5.29E-11,0,-0.157880177,-0.130693227,-0.588803315
Timeless,-0.342289941,-1.191859947,-0.048561945,-1.108904313,-0.72913673,0.019450013,0,5.29E-11,0,-0.400066089,-0.448405129,-0.80117997
Tox,0.705689429,0.480866597,0.54861659,1.292978988,0.511988645,0.000117422,0,7.66E-11,0,0.482855383,0.786046978,0.883822199
Rbpms2,0.714948813,0,0.303547724,0,0,0,0,1.06E-10,0,0.719903224,1.575956509,0.918907975
Gins2,-0.276201794,0,-0.026399873,-1.094115252,-0.414369069,1.35E-05,0,4.47E-10,0,-0.430400169,-0.121521481,-0.480355576
Tmem229b,0.134490779,0.079577696,-0.54205021,-0.261557899,-0.209168908,0,0,4.47E-10,0,-0.20835978,-0.497761814,0.028287918
Ly6e,0.275429662,0,0.505990735,0.550940496,0.165430378,0.000486302,0.000104539,1.38E-09,0,0.499247947,0.388369733,0.612497072
Snx29,-0.460862249,-0.001596398,-0.081104228,-0.031873074,-0.05154371,0,0,1.82E-09,0,0.025013329,-1.441711399,-0.550144228
Elmo3,0.235819227,-0.04838272,0.070591406,0.904103279,0.421792138,0,0,9.61E-09,0,0.294022179,0.559402969,0.459703272
Tmem176a,0.377706206,0.520787669,-0.073928081,0.611190802,0.351955064,0.001096857,0,2.02E-08,0.663934755,0.46276687,0.56212687,0.722373664
Wdfy1,0.104412997,-0.234840617,-0.02325273,-0.123973802,-0.103923339,0,0.358688731,4.87E-08,-0.631560971,0.149889338,3.794218291,-0.212892572
Smtnl1,0.459229654,0.028836595,0.149245639,1.122494615,0.408994158,0,0,4.97E-08,0,-0.086241501,0.611399503,0.514144722
mt-Rnr2,0,0,0,0,0,0,0,5.61E-08,0,0.123024144,0.275923659,0.60409149
Gata1,-0.297179274,-0.000925602,0.032281805,-1.353950288,-1.155549125,0,0,5.72E-08,-0.306954982,-0.589481476,0.083973468,-0.946327599
Snord15b,-0.067088341,0,0.077305016,0,0,0,0,9.93E-08,0,1.243183544,0,-1.118808378
Rfc2,-0.2940389,-0.956407582,-0.780001127,-0.8076424,-0.545778837,0,0.144809161,1.26E-07,-0.347441512,-0.499944566,-0.018727296,-0.597690975
Ptpn7,-0.484606359,0,-0.381453349,0,0,9.69E-05,0.007234161,1.53E-07,-0.546277579,-0.459476064,-0.493375703,-0.947058188
Erp27,0.490273596,0,0.012076113,0.54977097,0.526707428,0,0,2.50E-07,0,0.120170821,1.347338911,1.21560303
Serpina3g,-0.301301216,-0.849070068,0,-0.78567159,-0.438102549,0,0,4.65E-07,-0.363019002,0,0,0
Cmtm7,-0.103170525,-0.616757864,-0.352487628,-0.338626995,-0.314468856,0,0.004123309,1.40E-06,-0.4875427,-0.251178426,-0.079532897,-0.108445491
Apoe,0.046231809,-0.444661351,0.13083325,0.08130088,0.49247577,0.009845953,0,1.67E-06,0,0.31751504,0.46225523,0.257306689
Mmrn1,0.458992398,0,0.401511426,0.392567269,0.400901362,0,0,2.15E-06,0,0,0.575332674,0.727998916
Cd63,0.123684344,0,0.185844783,0,0,0.038484503,0,3.80E-06,0.480207877,0.529901503,0.424241112,0.539603478
Ppp1r15a,0.516738624,-0.46994997,-0.154151507,0.336677975,0.304127612,0.034517756,0,4.73E-06,0,-0.469916146,0.075209581,-0.679729251
Sat1,0.4457028,1.900103279,0.051251758,1.378041161,1.069649669,0,0.019352257,4.88E-06,0.255392147,0.283676488,0.32091562,0.510628536
Nnt,-0.138220524,0.55028937,-0.407684719,0.091024843,0.050162851,0,0,5.56E-06,-0.433068809,0,0,0
Lpar6,0.614819062,0,0.699997249,1.429686347,1.084896205,0,0,5.62E-06,0.275761515,0.481679821,0.337276124,1.130516702
Uhrf1,-0.556426443,0.165310655,-0.37067009,-1.074241491,-0.596825823,0.002287051,0,7.41E-05,-0.490539697,-0.790241841,0.062188968,-0.726523061
Tc2n,1.256869764,0.761534149,1.746615752,1.038963934,1.858516579,4.80E-05,0,0,0,1.375399538,3.508899441,3.042865145
Sla,-0.065762403,1.02195228,-0.669013215,-0.484689003,-0.425344685,0,0,0.000137223,-0.474492833,-0.80164592,-0.428716287,-0.195709767
Cdca3,-0.478757115,-0.253222622,0.013488454,-0.469307708,-0.158515633,0,0,0,0,-1.156276573,-0.035916894,-0.537879453
Vldlr,1.16160494,0.851544692,1.295147518,1.375011511,1.088364844,0,0.002642459,0,0,1.63246966,1.145698727,1.039853859
Rdh10,0.558850103,0.484736254,0.830642319,1.404402294,1.018158265,0,0,0,0,1.132758528,0.197472202,1.266026282
Il1r1,0.619363109,-0.409893586,0.19490317,0.419687052,0.304557868,0,0,0,0,0.728930272,1.076710845,0.447049137
Nusap1,-0.482860493,1.102229221,-0.05424217,-0.838160715,-0.506777703,0,0,0,0,-0.755995848,0.235631469,-0.4002198
Fosl2,0.265256751,0.256639308,-0.063561696,-0.045463761,0.143028893,0,0,0,0,0.835228682,0.892842391,1.017961904
Amotl2,0.541148281,0.194001985,0.405402057,1.13120427,1.510113276,0,5.43E-05,0,0,0.913182912,2.766591659,1.466116529
Chst2,0.607647712,-0.047174086,0.177068104,0.376546796,0.043479933,0,0,0,0.335066015,0.867061606,0.578522738,1.220189707
Rtp4,0.757609121,0.329400035,-0.14834504,0.071461953,0.13226915,0.018309454,0,0,0,1.165058337,-0.065370026,0.882029546
Kif4,-0.416324648,-0.289935686,-0.370202603,-1.06427374,-0.254624582,0,0,0,0,-1.010559692,-0.003017587,-0.592951533
